Word,Start Time,End Time,start_time_diff,Speaker_A,Speaker_B,SourceFile,Speaker,Backchannel,Overlap,Turn,Contested,Sent,Turn Start,Turn End,Sentiment,word_count,Time_Boundary
not,145.23001,145.55,0.2400099999999838,1,0,1716396830476-6da5a1b9-8cc7-4071-917d-7fe090c4fdb4-cam-audio-1716396836050,A,0,1,9,1,it will not,144.83,145.55,0.0,3,143.334005
recover,145.55,145.95,0.3199900000000184,1,0,1716396830476-6da5a1b9-8cc7-4071-917d-7fe090c4fdb4-cam-audio-1716396836050,A,0,0,10,0,recover my my needs we're not cover them the the as i did it and i said i need three hundred,145.55,158.54016,0.0,21,145.595695
my,145.95,146.35,0.3999999999999772,1,0,1716396830476-6da5a1b9-8cc7-4071-917d-7fe090c4fdb4-cam-audio-1716396836050,A,0,0,10,0,recover my my needs we're not cover them the the as i did it and i said i need three hundred,145.55,158.54016,0.0,21,145.595695
my,146.91,147.07,0.960000000000008,1,0,1716396830476-6da5a1b9-8cc7-4071-917d-7fe090c4fdb4-cam-audio-1716396836050,A,0,0,10,0,recover my my needs we're not cover them the the as i did it and i said i need three hundred,145.55,158.54016,0.0,21,145.595695
needs,147.07,147.31,0.1599999999999966,1,0,1716396830476-6da5a1b9-8cc7-4071-917d-7fe090c4fdb4-cam-audio-1716396836050,A,0,0,10,0,recover my my needs we're not cover them the the as i did it and i said i need three hundred,145.55,158.54016,0.0,21,145.595695
we're,148.43001,148.67,1.3600100000000168,1,0,1716396830476-6da5a1b9-8cc7-4071-917d-7fe090c4fdb4-cam-audio-1716396836050,A,0,0,10,0,recover my my needs we're not cover them the the as i did it and i said i need three hundred,145.55,158.54016,0.0,21,145.595695
not,148.67,148.83,0.2399899999999775,1,0,1716396830476-6da5a1b9-8cc7-4071-917d-7fe090c4fdb4-cam-audio-1716396836050,A,0,0,10,0,recover my my needs we're not cover them the the as i did it and i said i need three hundred,145.55,158.54016,0.0,21,145.595695
cover,148.83,149.15001,0.160000000000025,1,0,1716396830476-6da5a1b9-8cc7-4071-917d-7fe090c4fdb4-cam-audio-1716396836050,A,0,0,10,0,recover my my needs we're not cover them the the as i did it and i said i need three hundred,145.55,158.54016,0.0,21,145.595695
them,149.15001,149.31,0.3200099999999963,1,0,1716396830476-6da5a1b9-8cc7-4071-917d-7fe090c4fdb4-cam-audio-1716396836050,A,0,0,10,0,recover my my needs we're not cover them the the as i did it and i said i need three hundred,145.55,158.54016,0.0,21,145.595695
mh,150.662,151.14017,5.498760000000004,0,1,1716396830476-94efdc3a-3f86-41c3-bf7a-fb60f737a28a-cam-audio-1716396831425,B,1,0,10,0,mh no,150.662,158.255,0.0,2,154.60108
the,152.68367,153.18367,3.5336599999999976,1,0,1716396830476-6da5a1b9-8cc7-4071-917d-7fe090c4fdb4-cam-audio-1716396836050,A,0,0,10,0,recover my my needs we're not cover them the the as i did it and i said i need three hundred,145.55,158.54016,0.0,21,145.595695
the,153.2433,153.4032,0.5596299999999985,1,0,1716396830476-6da5a1b9-8cc7-4071-917d-7fe090c4fdb4-cam-audio-1716396836050,A,0,0,10,0,recover my my needs we're not cover them the the as i did it and i said i need three hundred,145.55,158.54016,0.0,21,145.595695
as,154.44252,154.60242,1.1992199999999968,1,0,1716396830476-6da5a1b9-8cc7-4071-917d-7fe090c4fdb4-cam-audio-1716396836050,A,0,0,10,0,recover my my needs we're not cover them the the as i did it and i said i need three hundred,145.55,158.54016,0.0,21,145.595695
i,154.76231,155.00215,0.3197900000000118,1,0,1716396830476-6da5a1b9-8cc7-4071-917d-7fe090c4fdb4-cam-audio-1716396836050,A,0,0,10,0,recover my my needs we're not cover them the the as i did it and i said i need three hundred,145.55,158.54016,0.0,21,145.595695
did,155.00215,155.08209,0.2398399999999867,1,0,1716396830476-6da5a1b9-8cc7-4071-917d-7fe090c4fdb4-cam-audio-1716396836050,A,0,0,10,0,recover my my needs we're not cover them the the as i did it and i said i need three hundred,145.55,158.54016,0.0,21,145.595695
it,155.08209,155.16205,0.0799399999999934,1,0,1716396830476-6da5a1b9-8cc7-4071-917d-7fe090c4fdb4-cam-audio-1716396836050,A,0,0,10,0,recover my my needs we're not cover them the the as i did it and i said i need three hundred,145.55,158.54016,0.0,21,145.595695
and,155.32195,155.48184,0.239859999999993,1,0,1716396830476-6da5a1b9-8cc7-4071-917d-7fe090c4fdb4-cam-audio-1716396836050,A,0,0,10,0,recover my my needs we're not cover them the the as i did it and i said i need three hundred,145.55,158.54016,0.0,21,145.595695
i,155.56178,155.72168,0.2398300000000119,1,0,1716396830476-6da5a1b9-8cc7-4071-917d-7fe090c4fdb4-cam-audio-1716396836050,A,0,0,10,0,recover my my needs we're not cover them the the as i did it and i said i need three hundred,145.55,158.54016,0.0,21,145.595695
said,155.72168,155.96152,0.1598999999999932,1,0,1716396830476-6da5a1b9-8cc7-4071-917d-7fe090c4fdb4-cam-audio-1716396836050,A,0,0,10,0,recover my my needs we're not cover them the the as i did it and i said i need three hundred,145.55,158.54016,0.0,21,145.595695
i,156.28131,156.44121,0.5596299999999985,1,0,1716396830476-6da5a1b9-8cc7-4071-917d-7fe090c4fdb4-cam-audio-1716396836050,A,0,0,10,0,recover my my needs we're not cover them the the as i did it and i said i need three hundred,145.55,158.54016,0.0,21,145.595695
need,156.44121,156.84094,0.1599000000000217,1,0,1716396830476-6da5a1b9-8cc7-4071-917d-7fe090c4fdb4-cam-audio-1716396836050,A,0,0,10,0,recover my my needs we're not cover them the the as i did it and i said i need three hundred,145.55,158.54016,0.0,21,145.595695
three,157.80032,158.04016,1.359109999999987,1,0,1716396830476-6da5a1b9-8cc7-4071-917d-7fe090c4fdb4-cam-audio-1716396836050,A,0,0,10,0,recover my my needs we're not cover them the the as i did it and i said i need three hundred,145.55,158.54016,0.0,21,145.595695
no,158.015,158.255,7.35299999999998,0,1,1716396830476-94efdc3a-3f86-41c3-bf7a-fb60f737a28a-cam-audio-1716396831425,B,1,0,10,0,mh no,150.662,158.255,0.0,2,154.60108
hundred,158.04016,158.54016,0.2398399999999867,1,0,1716396830476-6da5a1b9-8cc7-4071-917d-7fe090c4fdb4-cam-audio-1716396836050,A,0,1,10,1,recover my my needs we're not cover them the the as i did it and i said i need three hundred,145.55,158.54016,0.0,21,145.595695
million,159.07948,159.57948,1.0393200000000036,1,0,1716396830476-6da5a1b9-8cc7-4071-917d-7fe090c4fdb4-cam-audio-1716396836050,A,0,0,11,0,million five thousand i reported them not not just at the google worked out of in area to carefully calculate to two hard that it a essential expenses during my time away and ensure smooth the transition back into academic life can't,159.07948,176.53,0.001388888888888884,42,158.66724
five,159.79901,160.19875,0.7195300000000202,1,0,1716396830476-6da5a1b9-8cc7-4071-917d-7fe090c4fdb4-cam-audio-1716396836050,A,0,0,11,0,million five thousand i reported them not not just at the google worked out of in area to carefully calculate to two hard that it a essential expenses during my time away and ensure smooth the transition back into academic life can't,159.07948,176.53,0.001388888888888884,42,158.66724
thousand,160.19875,160.59848,0.39973999999998,1,0,1716396830476-6da5a1b9-8cc7-4071-917d-7fe090c4fdb4-cam-audio-1716396836050,A,0,0,11,0,million five thousand i reported them not not just at the google worked out of in area to carefully calculate to two hard that it a essential expenses during my time away and ensure smooth the transition back into academic life can't,159.07948,176.53,0.001388888888888884,42,158.66724
i,161.4779,161.7977,1.2791500000000156,1,0,1716396830476-6da5a1b9-8cc7-4071-917d-7fe090c4fdb4-cam-audio-1716396836050,A,0,0,11,0,million five thousand i reported them not not just at the google worked out of in area to carefully calculate to two hard that it a essential expenses during my time away and ensure smooth the transition back into academic life can't,159.07948,176.53,0.001388888888888884,42,158.66724
reported,161.7977,162.03754,0.3197999999999865,1,0,1716396830476-6da5a1b9-8cc7-4071-917d-7fe090c4fdb4-cam-audio-1716396836050,A,0,0,11,0,million five thousand i reported them not not just at the google worked out of in area to carefully calculate to two hard that it a essential expenses during my time away and ensure smooth the transition back into academic life can't,159.07948,176.53,0.001388888888888884,42,158.66724
them,162.03754,162.27739,0.2398400000000151,1,0,1716396830476-6da5a1b9-8cc7-4071-917d-7fe090c4fdb4-cam-audio-1716396836050,A,0,0,11,0,million five thousand i reported them not not just at the google worked out of in area to carefully calculate to two hard that it a essential expenses during my time away and ensure smooth the transition back into academic life can't,159.07948,176.53,0.001388888888888884,42,158.66724
not,162.27739,162.59718,0.2398499999999899,1,0,1716396830476-6da5a1b9-8cc7-4071-917d-7fe090c4fdb4-cam-audio-1716396836050,A,0,0,11,0,million five thousand i reported them not not just at the google worked out of in area to carefully calculate to two hard that it a essential expenses during my time away and ensure smooth the transition back into academic life can't,159.07948,176.53,0.001388888888888884,42,158.66724
not,162.59718,162.83702,0.3197900000000118,1,0,1716396830476-6da5a1b9-8cc7-4071-917d-7fe090c4fdb4-cam-audio-1716396836050,A,0,0,11,0,million five thousand i reported them not not just at the google worked out of in area to carefully calculate to two hard that it a essential expenses during my time away and ensure smooth the transition back into academic life can't,159.07948,176.53,0.001388888888888884,42,158.66724
just,162.83702,162.99692,0.2398399999999867,1,0,1716396830476-6da5a1b9-8cc7-4071-917d-7fe090c4fdb4-cam-audio-1716396836050,A,0,0,11,0,million five thousand i reported them not not just at the google worked out of in area to carefully calculate to two hard that it a essential expenses during my time away and ensure smooth the transition back into academic life can't,159.07948,176.53,0.001388888888888884,42,158.66724
at,162.99692,163.15681,0.1598999999999932,1,0,1716396830476-6da5a1b9-8cc7-4071-917d-7fe090c4fdb4-cam-audio-1716396836050,A,0,0,11,0,million five thousand i reported them not not just at the google worked out of in area to carefully calculate to two hard that it a essential expenses during my time away and ensure smooth the transition back into academic life can't,159.07948,176.53,0.001388888888888884,42,158.66724
the,163.15681,163.23676,0.1598900000000185,1,0,1716396830476-6da5a1b9-8cc7-4071-917d-7fe090c4fdb4-cam-audio-1716396836050,A,0,0,11,0,million five thousand i reported them not not just at the google worked out of in area to carefully calculate to two hard that it a essential expenses during my time away and ensure smooth the transition back into academic life can't,159.07948,176.53,0.001388888888888884,42,158.66724
google,163.31671,163.55655,0.1598999999999932,1,0,1716396830476-6da5a1b9-8cc7-4071-917d-7fe090c4fdb4-cam-audio-1716396836050,A,0,0,11,0,million five thousand i reported them not not just at the google worked out of in area to carefully calculate to two hard that it a essential expenses during my time away and ensure smooth the transition back into academic life can't,159.07948,176.53,0.001388888888888884,42,158.66724
worked,163.55655,163.79639,0.2398399999999867,1,0,1716396830476-6da5a1b9-8cc7-4071-917d-7fe090c4fdb4-cam-audio-1716396836050,A,0,0,11,0,million five thousand i reported them not not just at the google worked out of in area to carefully calculate to two hard that it a essential expenses during my time away and ensure smooth the transition back into academic life can't,159.07948,176.53,0.001388888888888884,42,158.66724
out,163.79639,163.95628,0.2398400000000151,1,0,1716396830476-6da5a1b9-8cc7-4071-917d-7fe090c4fdb4-cam-audio-1716396836050,A,0,0,11,0,million five thousand i reported them not not just at the google worked out of in area to carefully calculate to two hard that it a essential expenses during my time away and ensure smooth the transition back into academic life can't,159.07948,176.53,0.001388888888888884,42,158.66724
of,163.95628,164.27608,0.1598899999999901,1,0,1716396830476-6da5a1b9-8cc7-4071-917d-7fe090c4fdb4-cam-audio-1716396836050,A,0,0,11,0,million five thousand i reported them not not just at the google worked out of in area to carefully calculate to two hard that it a essential expenses during my time away and ensure smooth the transition back into academic life can't,159.07948,176.53,0.001388888888888884,42,158.66724
in,164.27608,164.51591,0.3198000000000149,1,0,1716396830476-6da5a1b9-8cc7-4071-917d-7fe090c4fdb4-cam-audio-1716396836050,A,0,0,11,0,million five thousand i reported them not not just at the google worked out of in area to carefully calculate to two hard that it a essential expenses during my time away and ensure smooth the transition back into academic life can't,159.07948,176.53,0.001388888888888884,42,158.66724
area,164.51591,164.83571,0.2398299999999835,1,0,1716396830476-6da5a1b9-8cc7-4071-917d-7fe090c4fdb4-cam-audio-1716396836050,A,0,0,11,0,million five thousand i reported them not not just at the google worked out of in area to carefully calculate to two hard that it a essential expenses during my time away and ensure smooth the transition back into academic life can't,159.07948,176.53,0.001388888888888884,42,158.66724
to,164.83571,164.9956,0.3198000000000149,1,0,1716396830476-6da5a1b9-8cc7-4071-917d-7fe090c4fdb4-cam-audio-1716396836050,A,0,0,11,0,million five thousand i reported them not not just at the google worked out of in area to carefully calculate to two hard that it a essential expenses during my time away and ensure smooth the transition back into academic life can't,159.07948,176.53,0.001388888888888884,42,158.66724
carefully,164.9956,165.4753,0.1598899999999901,1,0,1716396830476-6da5a1b9-8cc7-4071-917d-7fe090c4fdb4-cam-audio-1716396836050,A,0,0,11,0,million five thousand i reported them not not just at the google worked out of in area to carefully calculate to two hard that it a essential expenses during my time away and ensure smooth the transition back into academic life can't,159.07948,176.53,0.001388888888888884,42,158.66724
calculate,165.4753,165.93,0.4797000000000082,1,0,1716396830476-6da5a1b9-8cc7-4071-917d-7fe090c4fdb4-cam-audio-1716396836050,A,0,0,11,0,million five thousand i reported them not not just at the google worked out of in area to carefully calculate to two hard that it a essential expenses during my time away and ensure smooth the transition back into academic life can't,159.07948,176.53,0.001388888888888884,42,158.66724
to,166.04999,166.37,0.5746900000000039,1,0,1716396830476-6da5a1b9-8cc7-4071-917d-7fe090c4fdb4-cam-audio-1716396836050,A,0,0,11,0,million five thousand i reported them not not just at the google worked out of in area to carefully calculate to two hard that it a essential expenses during my time away and ensure smooth the transition back into academic life can't,159.07948,176.53,0.001388888888888884,42,158.66724
two,166.37,166.53,0.3200099999999963,1,0,1716396830476-6da5a1b9-8cc7-4071-917d-7fe090c4fdb4-cam-audio-1716396836050,A,0,0,11,0,million five thousand i reported them not not just at the google worked out of in area to carefully calculate to two hard that it a essential expenses during my time away and ensure smooth the transition back into academic life can't,159.07948,176.53,0.001388888888888884,42,158.66724
hard,166.53,166.84999,0.1599999999999966,1,0,1716396830476-6da5a1b9-8cc7-4071-917d-7fe090c4fdb4-cam-audio-1716396836050,A,0,0,11,0,million five thousand i reported them not not just at the google worked out of in area to carefully calculate to two hard that it a essential expenses during my time away and ensure smooth the transition back into academic life can't,159.07948,176.53,0.001388888888888884,42,158.66724
that,166.84999,167.17,0.31998999999999,1,0,1716396830476-6da5a1b9-8cc7-4071-917d-7fe090c4fdb4-cam-audio-1716396836050,A,0,0,11,0,million five thousand i reported them not not just at the google worked out of in area to carefully calculate to two hard that it a essential expenses during my time away and ensure smooth the transition back into academic life can't,159.07948,176.53,0.001388888888888884,42,158.66724
it,167.17,167.40999,0.3200099999999963,1,0,1716396830476-6da5a1b9-8cc7-4071-917d-7fe090c4fdb4-cam-audio-1716396836050,A,0,0,11,0,million five thousand i reported them not not just at the google worked out of in area to carefully calculate to two hard that it a essential expenses during my time away and ensure smooth the transition back into academic life can't,159.07948,176.53,0.001388888888888884,42,158.66724
a,167.40999,167.90999,0.2399900000000059,1,0,1716396830476-6da5a1b9-8cc7-4071-917d-7fe090c4fdb4-cam-audio-1716396836050,A,0,0,11,0,million five thousand i reported them not not just at the google worked out of in area to carefully calculate to two hard that it a essential expenses during my time away and ensure smooth the transition back into academic life can't,159.07948,176.53,0.001388888888888884,42,158.66724
essential,167.96999,168.46999,0.5600000000000023,1,0,1716396830476-6da5a1b9-8cc7-4071-917d-7fe090c4fdb4-cam-audio-1716396836050,A,0,0,11,0,million five thousand i reported them not not just at the google worked out of in area to carefully calculate to two hard that it a essential expenses during my time away and ensure smooth the transition back into academic life can't,159.07948,176.53,0.001388888888888884,42,158.66724
expenses,168.68999,169.17,0.7199999999999989,1,0,1716396830476-6da5a1b9-8cc7-4071-917d-7fe090c4fdb4-cam-audio-1716396836050,A,0,0,11,0,million five thousand i reported them not not just at the google worked out of in area to carefully calculate to two hard that it a essential expenses during my time away and ensure smooth the transition back into academic life can't,159.07948,176.53,0.001388888888888884,42,158.66724
during,169.17,169.40999,0.4800099999999929,1,0,1716396830476-6da5a1b9-8cc7-4071-917d-7fe090c4fdb4-cam-audio-1716396836050,A,0,0,11,0,million five thousand i reported them not not just at the google worked out of in area to carefully calculate to two hard that it a essential expenses during my time away and ensure smooth the transition back into academic life can't,159.07948,176.53,0.001388888888888884,42,158.66724
my,169.40999,169.81,0.2399900000000059,1,0,1716396830476-6da5a1b9-8cc7-4071-917d-7fe090c4fdb4-cam-audio-1716396836050,A,0,0,11,0,million five thousand i reported them not not just at the google worked out of in area to carefully calculate to two hard that it a essential expenses during my time away and ensure smooth the transition back into academic life can't,159.07948,176.53,0.001388888888888884,42,158.66724
time,169.81,170.12999,0.4000100000000088,1,0,1716396830476-6da5a1b9-8cc7-4071-917d-7fe090c4fdb4-cam-audio-1716396836050,A,0,0,11,0,million five thousand i reported them not not just at the google worked out of in area to carefully calculate to two hard that it a essential expenses during my time away and ensure smooth the transition back into academic life can't,159.07948,176.53,0.001388888888888884,42,158.66724
away,170.12999,170.45,0.31998999999999,1,0,1716396830476-6da5a1b9-8cc7-4071-917d-7fe090c4fdb4-cam-audio-1716396836050,A,0,0,11,0,million five thousand i reported them not not just at the google worked out of in area to carefully calculate to two hard that it a essential expenses during my time away and ensure smooth the transition back into academic life can't,159.07948,176.53,0.001388888888888884,42,158.66724
and,170.45,170.76999,0.3200099999999963,1,0,1716396830476-6da5a1b9-8cc7-4071-917d-7fe090c4fdb4-cam-audio-1716396836050,A,0,0,11,0,million five thousand i reported them not not just at the google worked out of in area to carefully calculate to two hard that it a essential expenses during my time away and ensure smooth the transition back into academic life can't,159.07948,176.53,0.001388888888888884,42,158.66724
ensure,170.76999,171.17,0.3199900000000184,1,0,1716396830476-6da5a1b9-8cc7-4071-917d-7fe090c4fdb4-cam-audio-1716396836050,A,0,0,11,0,million five thousand i reported them not not just at the google worked out of in area to carefully calculate to two hard that it a essential expenses during my time away and ensure smooth the transition back into academic life can't,159.07948,176.53,0.001388888888888884,42,158.66724
smooth,171.17,171.40999,0.4000099999999804,1,0,1716396830476-6da5a1b9-8cc7-4071-917d-7fe090c4fdb4-cam-audio-1716396836050,A,0,0,11,0,million five thousand i reported them not not just at the google worked out of in area to carefully calculate to two hard that it a essential expenses during my time away and ensure smooth the transition back into academic life can't,159.07948,176.53,0.001388888888888884,42,158.66724
the,171.40999,171.90999,0.2399900000000059,1,0,1716396830476-6da5a1b9-8cc7-4071-917d-7fe090c4fdb4-cam-audio-1716396836050,A,0,0,11,0,million five thousand i reported them not not just at the google worked out of in area to carefully calculate to two hard that it a essential expenses during my time away and ensure smooth the transition back into academic life can't,159.07948,176.53,0.001388888888888884,42,158.66724
transition,172.20999,172.70999,0.8000000000000114,1,0,1716396830476-6da5a1b9-8cc7-4071-917d-7fe090c4fdb4-cam-audio-1716396836050,A,0,0,11,0,million five thousand i reported them not not just at the google worked out of in area to carefully calculate to two hard that it a essential expenses during my time away and ensure smooth the transition back into academic life can't,159.07948,176.53,0.001388888888888884,42,158.66724
back,173.48999,173.81,1.2800000000000011,1,0,1716396830476-6da5a1b9-8cc7-4071-917d-7fe090c4fdb4-cam-audio-1716396836050,A,0,0,11,0,million five thousand i reported them not not just at the google worked out of in area to carefully calculate to two hard that it a essential expenses during my time away and ensure smooth the transition back into academic life can't,159.07948,176.53,0.001388888888888884,42,158.66724
into,173.81,174.12999,0.3200099999999963,1,0,1716396830476-6da5a1b9-8cc7-4071-917d-7fe090c4fdb4-cam-audio-1716396836050,A,0,0,11,0,million five thousand i reported them not not just at the google worked out of in area to carefully calculate to two hard that it a essential expenses during my time away and ensure smooth the transition back into academic life can't,159.07948,176.53,0.001388888888888884,42,158.66724
academic,174.12999,174.53,0.31998999999999,1,0,1716396830476-6da5a1b9-8cc7-4071-917d-7fe090c4fdb4-cam-audio-1716396836050,A,0,0,11,0,million five thousand i reported them not not just at the google worked out of in area to carefully calculate to two hard that it a essential expenses during my time away and ensure smooth the transition back into academic life can't,159.07948,176.53,0.001388888888888884,42,158.66724
life,174.53,174.76999,0.4000100000000088,1,0,1716396830476-6da5a1b9-8cc7-4071-917d-7fe090c4fdb4-cam-audio-1716396836050,A,0,0,11,0,million five thousand i reported them not not just at the google worked out of in area to carefully calculate to two hard that it a essential expenses during my time away and ensure smooth the transition back into academic life can't,159.07948,176.53,0.001388888888888884,42,158.66724
can't,176.12999,176.53,1.5999899999999911,1,0,1716396830476-6da5a1b9-8cc7-4071-917d-7fe090c4fdb4-cam-audio-1716396836050,A,0,0,11,0,million five thousand i reported them not not just at the google worked out of in area to carefully calculate to two hard that it a essential expenses during my time away and ensure smooth the transition back into academic life can't,159.07948,176.53,0.001388888888888884,42,158.66724
mh,183.03325,183.43167,25.018250000000023,0,1,1716396830476-94efdc3a-3f86-41c3-bf7a-fb60f737a28a-cam-audio-1716396831425,B,0,0,12,0,mh,183.03325,183.43167,0.0,1,179.78162500000002
two,183.74501,183.985,7.615020000000015,1,0,1716396830476-6da5a1b9-8cc7-4071-917d-7fe090c4fdb4-cam-audio-1716396836050,A,0,0,13,0,two hundred,183.74501,184.485,0.0,2,183.58834000000002
hundred,183.985,184.485,0.2399900000000059,1,0,1716396830476-6da5a1b9-8cc7-4071-917d-7fe090c4fdb4-cam-audio-1716396836050,A,0,0,13,0,two hundred,183.74501,184.485,0.0,2,183.58834000000002
okay,184.78627,185.26437,1.7530199999999925,0,1,1716396830476-94efdc3a-3f86-41c3-bf7a-fb60f737a28a-cam-audio-1716396831425,B,0,0,14,0,okay,184.78627,185.26437,0.5,1,184.635635
thousand,186.625,187.10501,2.6399999999999864,1,0,1716396830476-6da5a1b9-8cc7-4071-917d-7fe090c4fdb4-cam-audio-1716396836050,A,0,0,15,0,thousand,186.625,187.10501,0.0,1,185.944685
yeah,187.3361,187.57516,2.549829999999986,0,1,1716396830476-94efdc3a-3f86-41c3-bf7a-fb60f737a28a-cam-audio-1716396831425,B,0,0,16,0,yeah what about two hundred fifty thousand,187.3361,191.24055,0.0,7,189.180555
what,188.37198,188.69072,1.03588000000002,0,1,1716396830476-94efdc3a-3f86-41c3-bf7a-fb60f737a28a-cam-audio-1716396831425,B,0,0,16,0,yeah what about two hundred fifty thousand,187.3361,191.24055,0.0,7,189.180555
about,188.69072,189.19072,0.3187399999999911,0,1,1716396830476-94efdc3a-3f86-41c3-bf7a-fb60f737a28a-cam-audio-1716396831425,B,0,0,16,0,yeah what about two hundred fifty thousand,187.3361,191.24055,0.0,7,189.180555
two,189.7266,189.96564,1.0358799999999917,0,1,1716396830476-94efdc3a-3f86-41c3-bf7a-fb60f737a28a-cam-audio-1716396831425,B,0,0,16,0,yeah what about two hundred fifty thousand,187.3361,191.24055,0.0,7,189.180555
hundred,189.96564,190.28436,0.239040000000017,0,1,1716396830476-94efdc3a-3f86-41c3-bf7a-fb60f737a28a-cam-audio-1716396831425,B,0,0,16,0,yeah what about two hundred fifty thousand,187.3361,191.24055,0.0,7,189.180555
fifty,190.28436,190.76247,0.3187199999999848,0,1,1716396830476-94efdc3a-3f86-41c3-bf7a-fb60f737a28a-cam-audio-1716396831425,B,0,0,16,0,yeah what about two hundred fifty thousand,187.3361,191.24055,0.0,7,189.180555
thousand,190.76247,191.24055,0.4781100000000151,0,1,1716396830476-94efdc3a-3f86-41c3-bf7a-fb60f737a28a-cam-audio-1716396831425,B,0,0,16,0,yeah what about two hundred fifty thousand,187.3361,191.24055,0.0,7,189.180555
i,190.865,191.02501,4.240000000000009,1,0,1716396830476-6da5a1b9-8cc7-4071-917d-7fe090c4fdb4-cam-audio-1716396836050,A,0,1,16,1,i,190.865,191.02501,0.0,1,188.985005
think,191.02501,191.18501,0.1600099999999997,1,0,1716396830476-6da5a1b9-8cc7-4071-917d-7fe090c4fdb4-cam-audio-1716396836050,A,0,0,17,0,think it's not important for me but i am i i don't want to to pressure on you i want to to secure a deal and ensure that would what was exit this negotiations satisfied i do the clear i am i am opening that i i may my my vision my mission what do you think about it as i said i went i i want,191.02501,243.52565,0.19999999999999998,67,191.13278000000003
it's,191.18501,191.505,0.1599999999999966,1,0,1716396830476-6da5a1b9-8cc7-4071-917d-7fe090c4fdb4-cam-audio-1716396836050,A,0,0,17,0,think it's not important for me but i am i i don't want to to pressure on you i want to to secure a deal and ensure that would what was exit this negotiations satisfied i do the clear i am i am opening that i i may my my vision my mission what do you think about it as i said i went i i want,191.02501,243.52565,0.19999999999999998,67,191.13278000000003
not,191.505,191.74501,0.31998999999999,1,0,1716396830476-6da5a1b9-8cc7-4071-917d-7fe090c4fdb4-cam-audio-1716396836050,A,0,0,17,0,think it's not important for me but i am i i don't want to to pressure on you i want to to secure a deal and ensure that would what was exit this negotiations satisfied i do the clear i am i am opening that i i may my my vision my mission what do you think about it as i said i went i i want,191.02501,243.52565,0.19999999999999998,67,191.13278000000003
important,191.74501,192.145,0.2400100000000122,1,0,1716396830476-6da5a1b9-8cc7-4071-917d-7fe090c4fdb4-cam-audio-1716396836050,A,0,0,17,0,think it's not important for me but i am i i don't want to to pressure on you i want to to secure a deal and ensure that would what was exit this negotiations satisfied i do the clear i am i am opening that i i may my my vision my mission what do you think about it as i said i went i i want,191.02501,243.52565,0.19999999999999998,67,191.13278000000003
for,192.145,192.30501,0.3999900000000025,1,0,1716396830476-6da5a1b9-8cc7-4071-917d-7fe090c4fdb4-cam-audio-1716396836050,A,0,0,17,0,think it's not important for me but i am i i don't want to to pressure on you i want to to secure a deal and ensure that would what was exit this negotiations satisfied i do the clear i am i am opening that i i may my my vision my mission what do you think about it as i said i went i i want,191.02501,243.52565,0.19999999999999998,67,191.13278000000003
me,192.30501,192.46501,0.1600099999999997,1,0,1716396830476-6da5a1b9-8cc7-4071-917d-7fe090c4fdb4-cam-audio-1716396836050,A,0,0,17,0,think it's not important for me but i am i i don't want to to pressure on you i want to to secure a deal and ensure that would what was exit this negotiations satisfied i do the clear i am i am opening that i i may my my vision my mission what do you think about it as i said i went i i want,191.02501,243.52565,0.19999999999999998,67,191.13278000000003
but,193.5183,193.75769,1.2132900000000006,1,0,1716396830476-6da5a1b9-8cc7-4071-917d-7fe090c4fdb4-cam-audio-1716396836050,A,0,0,17,0,think it's not important for me but i am i i don't want to to pressure on you i want to to secure a deal and ensure that would what was exit this negotiations satisfied i do the clear i am i am opening that i i may my my vision my mission what do you think about it as i said i went i i want,191.02501,243.52565,0.19999999999999998,67,191.13278000000003
i,193.9173,193.9971,0.3990000000000009,1,0,1716396830476-6da5a1b9-8cc7-4071-917d-7fe090c4fdb4-cam-audio-1716396836050,A,0,0,17,0,think it's not important for me but i am i i don't want to to pressure on you i want to to secure a deal and ensure that would what was exit this negotiations satisfied i do the clear i am i am opening that i i may my my vision my mission what do you think about it as i said i went i i want,191.02501,243.52565,0.19999999999999998,67,191.13278000000003
am,193.9971,194.07689,0.0797999999999774,1,0,1716396830476-6da5a1b9-8cc7-4071-917d-7fe090c4fdb4-cam-audio-1716396836050,A,0,0,17,0,think it's not important for me but i am i i don't want to to pressure on you i want to to secure a deal and ensure that would what was exit this negotiations satisfied i do the clear i am i am opening that i i may my my vision my mission what do you think about it as i said i went i i want,191.02501,243.52565,0.19999999999999998,67,191.13278000000003
i,194.2365,194.47589,0.2394000000000176,1,0,1716396830476-6da5a1b9-8cc7-4071-917d-7fe090c4fdb4-cam-audio-1716396836050,A,0,0,17,0,think it's not important for me but i am i i don't want to to pressure on you i want to to secure a deal and ensure that would what was exit this negotiations satisfied i do the clear i am i am opening that i i may my my vision my mission what do you think about it as i said i went i i want,191.02501,243.52565,0.19999999999999998,67,191.13278000000003
i,194.6355,194.7153,0.3990000000000009,1,0,1716396830476-6da5a1b9-8cc7-4071-917d-7fe090c4fdb4-cam-audio-1716396836050,A,0,0,17,0,think it's not important for me but i am i i don't want to to pressure on you i want to to secure a deal and ensure that would what was exit this negotiations satisfied i do the clear i am i am opening that i i may my my vision my mission what do you think about it as i said i went i i want,191.02501,243.52565,0.19999999999999998,67,191.13278000000003
