,Cluster,Stage,Turn,word_count,Sentiment,Contested
7815,Unproductive Engagement,Stage 2,14,75,0.1488095238095238,0.0
7816,Open Collaboration,Stage 2,14,75,0.1488095238095238,0.0
7817,Unproductive Engagement,Stage 2,15,57,-0.1013888888888888,0.0
7818,Open Collaboration,Stage 2,15,57,-0.1013888888888888,0.0
7819,Unproductive Engagement,Stage 2,16,12,-0.0625,0.0
7820,Open Collaboration,Stage 2,16,12,-0.0625,0.0
7821,Unproductive Engagement,Stage 2,17,3,0.0,0.0
7822,Open Collaboration,Stage 2,17,3,0.0,0.0
7823,Unproductive Engagement,Stage 2,17,2,0.0,1.0
7824,Open Collaboration,Stage 2,17,2,0.0,1.0
7825,Unproductive Engagement,Stage 2,17,3,0.0,1.0
7826,Open Collaboration,Stage 2,17,3,0.0,1.0
7827,Unproductive Engagement,Stage 2,18,6,0.0,0.0
7828,Open Collaboration,Stage 2,18,6,0.0,0.0
7829,Unproductive Engagement,Stage 2,19,67,0.1314814814814814,0.0
7830,Open Collaboration,Stage 2,19,67,0.1314814814814814,0.0
7831,Unproductive Engagement,Stage 2,19,1,0.5,0.0
7832,Open Collaboration,Stage 2,19,1,0.5,0.0
7833,Unproductive Engagement,Stage 2,20,31,0.2,0.0
7834,Open Collaboration,Stage 2,20,31,0.2,0.0
7835,Unproductive Engagement,Stage 2,21,9,-0.3,0.0
7836,Open Collaboration,Stage 2,21,9,-0.3,0.0
7837,Unproductive Engagement,Stage 2,22,23,0.3928571428571428,0.0
7838,Open Collaboration,Stage 2,22,23,0.3928571428571428,0.0
7839,Unproductive Engagement,Stage 2,23,3,0.0,0.0
7840,Open Collaboration,Stage 2,23,3,0.0,0.0
7841,Unproductive Engagement,Stage 2,24,4,0.0,0.0
7842,Open Collaboration,Stage 2,24,4,0.0,0.0
7843,Unproductive Engagement,Stage 2,24,1,-0.5,1.0
7844,Open Collaboration,Stage 2,24,1,-0.5,1.0
7845,Unproductive Engagement,Stage 2,25,75,0.0875,0.0
7846,Open Collaboration,Stage 2,25,75,0.0875,0.0
7847,Unproductive Engagement,Stage 2,25,3,0.5,1.0
7848,Open Collaboration,Stage 2,25,3,0.5,1.0
7849,Unproductive Engagement,Stage 2,25,2,0.0,1.0
7850,Open Collaboration,Stage 2,25,2,0.0,1.0
7851,Unproductive Engagement,Stage 2,26,48,0.2630952380952381,0.0
7852,Open Collaboration,Stage 2,26,48,0.2630952380952381,0.0
7853,Unproductive Engagement,Stage 2,27,103,0.25,0.0
7854,Open Collaboration,Stage 2,27,103,0.25,0.0
7855,Unproductive Engagement,Stage 2,28,71,0.2575,0.0
7856,Open Collaboration,Stage 2,28,71,0.2575,0.0
7857,Unproductive Engagement,Stage 2,29,27,-0.125,0.0
7858,Open Collaboration,Stage 2,29,27,-0.125,0.0
7859,Unproductive Engagement,Stage 2,30,36,0.2,0.0277777777777777
7860,Open Collaboration,Stage 2,30,36,0.2,0.0277777777777777
7861,Unproductive Engagement,Stage 2,30,1,0.5,0.0
7862,Open Collaboration,Stage 2,30,1,0.5,0.0
7863,Unproductive Engagement,Stage 2,31,20,-0.0166666666666666,0.0
7864,Open Collaboration,Stage 2,31,20,-0.0166666666666666,0.0
7865,Unproductive Engagement,Stage 2,32,9,0.0,0.0
7866,Open Collaboration,Stage 2,32,9,0.0,0.0
7867,Unproductive Engagement,Stage 2,33,44,0.1875,0.0
7868,Open Collaboration,Stage 2,33,44,0.1875,0.0
7869,Unproductive Engagement,Stage 2,34,11,0.225,0.0
7870,Open Collaboration,Stage 2,34,11,0.225,0.0
7871,Unproductive Engagement,Stage 2,35,7,0.0,0.0
7872,Open Collaboration,Stage 2,35,7,0.0,0.0
7873,Unproductive Engagement,Stage 2,35,1,0.0,1.0
7874,Open Collaboration,Stage 2,35,1,0.0,1.0
7875,Unproductive Engagement,Stage 2,36,54,0.175,0.0
7876,Open Collaboration,Stage 2,36,54,0.175,0.0
7877,Unproductive Engagement,Stage 2,37,4,0.0,0.0
7878,Open Collaboration,Stage 2,37,4,0.0,0.0
7879,Unproductive Engagement,Stage 2,38,29,0.0,0.0
7880,Open Collaboration,Stage 2,38,29,0.0,0.0
7881,Unproductive Engagement,Stage 2,39,55,0.3125,0.0
7882,Open Collaboration,Stage 2,39,55,0.3125,0.0
7883,Unproductive Engagement,Stage 2,39,1,0.0,0.0
7884,Open Collaboration,Stage 2,39,1,0.0,0.0
7885,Unproductive Engagement,Stage 2,40,20,0.45,0.0
7886,Open Collaboration,Stage 2,40,20,0.45,0.0
7887,Unproductive Engagement,Stage 2,41,14,0.0,0.0
7888,Open Collaboration,Stage 2,41,14,0.0,0.0
7889,Unproductive Engagement,Stage 2,41,1,0.5,1.0
7890,Open Collaboration,Stage 2,41,1,0.5,1.0
7891,Unproductive Engagement,Stage 2,42,10,0.85,0.0
7892,Open Collaboration,Stage 2,42,10,0.85,0.0
7893,Unproductive Engagement,Stage 2,43,3,0.0,0.0
7894,Open Collaboration,Stage 2,43,3,0.0,0.0
7895,Unproductive Engagement,Stage 2,44,5,0.6,0.0
7896,Open Collaboration,Stage 2,44,5,0.6,0.0
7897,Unproductive Engagement,Stage 2,45,1,0.2,0.0
7898,Open Collaboration,Stage 2,45,1,0.2,0.0
7899,Unproductive Engagement,Stage 2,1,1,0.0,0.0
7900,Unproductive Engagement,Stage 2,1,1,0.0,0.0
7901,Unproductive Engagement,Stage 2,2,4,0.0,0.0
7902,Unproductive Engagement,Stage 2,2,4,0.0,0.0
7903,Unproductive Engagement,Stage 3,3,5,0.7,0.0
7904,Unproductive Engagement,Stage 3,3,5,0.7,0.0
7905,Unproductive Engagement,Stage 3,4,2,0.475,0.0
7906,Unproductive Engagement,Stage 3,4,2,0.475,0.0
7907,Unproductive Engagement,Stage 3,5,1,0.5,0.0
7908,Unproductive Engagement,Stage 3,5,1,0.5,0.0
7909,Unproductive Engagement,Stage 3,6,8,0.0,0.0
7910,Unproductive Engagement,Stage 3,6,8,0.0,0.0
7911,Unproductive Engagement,Stage 3,7,9,0.4,0.0
7912,Unproductive Engagement,Stage 3,7,9,0.4,0.0
7913,Unproductive Engagement,Stage 3,8,14,-0.0138888888888888,0.0
7914,Unproductive Engagement,Stage 3,8,14,-0.0138888888888888,0.0
7915,Unproductive Engagement,Stage 3,9,24,0.25,0.0
7916,Unproductive Engagement,Stage 3,9,24,0.25,0.0
7917,Unproductive Engagement,Stage 3,10,17,-0.125,0.0
7918,Unproductive Engagement,Stage 3,10,17,-0.125,0.0
7919,Unproductive Engagement,Stage 3,11,126,0.1999999999999999,0.0079365079365079
7920,Unproductive Engagement,Stage 3,11,126,0.1999999999999999,0.0079365079365079
7921,Unproductive Engagement,Stage 3,11,2,0.5,0.0
7922,Unproductive Engagement,Stage 3,11,2,0.5,0.0
7923,Unproductive Engagement,Stage 3,11,9,-0.1,1.0
7924,Unproductive Engagement,Stage 3,11,9,-0.1,1.0
7925,Unproductive Engagement,Stage 4,11,5,0.5,1.0
7926,Unproductive Engagement,Stage 4,11,5,0.5,1.0
7927,Unproductive Engagement,Stage 4,12,76,0.315,0.0
7928,Unproductive Engagement,Stage 4,12,76,0.315,0.0
7929,Unproductive Engagement,Stage 4,13,85,0.1122448979591836,0.0117647058823529
7930,Unproductive Engagement,Stage 4,13,85,0.1122448979591836,0.0117647058823529
7931,Unproductive Engagement,Stage 4,13,1,0.0,0.0
7932,Unproductive Engagement,Stage 4,13,1,0.0,0.0
7933,Unproductive Engagement,Stage 4,13,4,0.0,1.0
7934,Unproductive Engagement,Stage 4,13,4,0.0,1.0
7935,Unproductive Engagement,Stage 4,13,2,-0.3125,1.0
7936,Unproductive Engagement,Stage 4,13,2,-0.3125,1.0
7937,Unproductive Engagement,Stage 4,14,25,0.0,0.04
7938,Unproductive Engagement,Stage 4,14,25,0.0,0.04
7939,Unproductive Engagement,Stage 4,14,1,0.5,0.0
7940,Unproductive Engagement,Stage 4,14,1,0.5,0.0
7941,Unproductive Engagement,Stage 4,14,5,0.0,1.0
7942,Unproductive Engagement,Stage 4,14,5,0.0,1.0
7943,Unproductive Engagement,Stage 4,14,3,0.5,1.0
7944,Unproductive Engagement,Stage 4,14,3,0.5,1.0
7945,Unproductive Engagement,Stage 4,15,20,0.5,0.0
7946,Unproductive Engagement,Stage 4,15,20,0.5,0.0
7947,Unproductive Engagement,Stage 4,16,30,0.03125,0.0
7948,Unproductive Engagement,Stage 4,16,30,0.03125,0.0
7949,Unproductive Engagement,Stage 4,17,23,0.0803571428571428,0.0434782608695652
7950,Unproductive Engagement,Stage 4,17,23,0.0803571428571428,0.0434782608695652
7951,Unproductive Engagement,Stage 4,17,1,0.0,0.0
7952,Unproductive Engagement,Stage 4,17,1,0.0,0.0
7953,Unproductive Engagement,Stage 4,17,9,-0.125,1.0
7954,Unproductive Engagement,Stage 4,17,9,-0.125,1.0
7955,Unproductive Engagement,Stage 4,17,6,0.0,1.0
7956,Unproductive Engagement,Stage 4,17,6,0.0,1.0
7957,Unproductive Engagement,Stage 4,18,19,-0.25,0.0
7958,Unproductive Engagement,Stage 4,18,19,-0.25,0.0
7959,Unproductive Engagement,Stage 4,19,21,0.1428571428571428,0.0
7960,Unproductive Engagement,Stage 4,19,21,0.1428571428571428,0.0
7961,Unproductive Engagement,Stage 4,20,7,0.7,0.0
7962,Unproductive Engagement,Stage 4,20,7,0.7,0.0
7963,Unproductive Engagement,Stage 4,21,43,-0.0687499999999999,0.0
7964,Unproductive Engagement,Stage 4,21,43,-0.0687499999999999,0.0
7965,Unproductive Engagement,Stage 4,22,13,0.0,0.0
7966,Unproductive Engagement,Stage 4,22,13,0.0,0.0
7967,Unproductive Engagement,Stage 4,23,68,0.2148809523809523,0.0
7968,Unproductive Engagement,Stage 4,23,68,0.2148809523809523,0.0
7969,Unproductive Engagement,Stage 4,24,5,0.0,0.0
7970,Unproductive Engagement,Stage 4,24,5,0.0,0.0
7971,Unproductive Engagement,Stage 4,25,4,0.0,0.0
7972,Unproductive Engagement,Stage 4,25,4,0.0,0.0
7973,Unproductive Engagement,Stage 4,26,7,-0.125,0.0
7974,Unproductive Engagement,Stage 4,26,7,-0.125,0.0
7975,Unproductive Engagement,Stage 4,26,1,0.0,1.0
7976,Unproductive Engagement,Stage 4,26,1,0.0,1.0
7977,Unproductive Engagement,Stage 4,26,1,0.0,1.0
7978,Unproductive Engagement,Stage 4,26,1,0.0,1.0
7979,Unproductive Engagement,Stage 4,27,5,0.0,0.0
7980,Unproductive Engagement,Stage 4,27,5,0.0,0.0
7981,Unproductive Engagement,Stage 4,28,9,0.0,0.0
7982,Unproductive Engagement,Stage 4,28,9,0.0,0.0
7983,Unproductive Engagement,Stage 4,29,3,0.0,0.0
7984,Unproductive Engagement,Stage 4,29,3,0.0,0.0
7985,Unproductive Engagement,Stage 4,30,3,0.0,0.0
7986,Unproductive Engagement,Stage 4,30,3,0.0,0.0
7987,Unproductive Engagement,Stage 4,31,7,0.0,0.0
7988,Unproductive Engagement,Stage 4,31,7,0.0,0.0
7989,Unproductive Engagement,Stage 4,32,3,0.0,0.0
7990,Unproductive Engagement,Stage 4,32,3,0.0,0.0
7991,Unproductive Engagement,Stage 4,33,24,-0.1572916666666666,0.0
7992,Unproductive Engagement,Stage 4,33,24,-0.1572916666666666,0.0
7993,Unproductive Engagement,Stage 4,34,24,0.05,0.0
7994,Unproductive Engagement,Stage 4,34,24,0.05,0.0
7995,Unproductive Engagement,Stage 4,35,5,0.1,0.0
7996,Unproductive Engagement,Stage 4,35,5,0.1,0.0
7997,Unproductive Engagement,Stage 4,35,1,0.0,1.0
7998,Unproductive Engagement,Stage 4,35,1,0.0,1.0
7999,Unproductive Engagement,Stage 4,36,11,0.0,0.0909090909090909
8000,Unproductive Engagement,Stage 4,36,11,0.0,0.0909090909090909
8001,Unproductive Engagement,Stage 4,36,1,0.5,0.0
8002,Unproductive Engagement,Stage 4,36,1,0.5,0.0
8003,Unproductive Engagement,Stage 4,36,3,0.0,1.0
8004,Unproductive Engagement,Stage 4,36,3,0.0,1.0
8005,Unproductive Engagement,Stage 4,36,2,0.0,1.0
8006,Unproductive Engagement,Stage 4,36,2,0.0,1.0
8007,Unproductive Engagement,Stage 4,37,68,-0.0079365079365079,0.0147058823529411
8008,Unproductive Engagement,Stage 4,37,68,-0.0079365079365079,0.0147058823529411
8009,Unproductive Engagement,Stage 4,37,1,0.5,0.0
8010,Unproductive Engagement,Stage 4,37,1,0.5,0.0
8011,Unproductive Engagement,Stage 4,38,14,0.0,0.0
8012,Unproductive Engagement,Stage 4,38,14,0.0,0.0
8013,Unproductive Engagement,Stage 4,38,5,0.0,1.0
8014,Unproductive Engagement,Stage 4,38,5,0.0,1.0
8015,Unproductive Engagement,Stage 4,38,5,0.0,1.0
8016,Unproductive Engagement,Stage 4,38,5,0.0,1.0
8017,Unproductive Engagement,Stage 4,39,44,0.0,0.0
8018,Unproductive Engagement,Stage 4,39,44,0.0,0.0
8019,Unproductive Engagement,Stage 4,40,15,0.0,0.0
8020,Unproductive Engagement,Stage 4,40,15,0.0,0.0
8021,Unproductive Engagement,Stage 4,41,10,0.0,0.0
8022,Unproductive Engagement,Stage 4,41,10,0.0,0.0
8023,Unproductive Engagement,Stage 4,42,1,0.5,0.0
8024,Unproductive Engagement,Stage 4,42,1,0.5,0.0
8025,Unproductive Engagement,Stage 4,42,1,0.0,1.0
8026,Unproductive Engagement,Stage 4,42,1,0.0,1.0
8027,Unproductive Engagement,Stage 4,43,3,0.0,0.0
8028,Unproductive Engagement,Stage 4,43,3,0.0,0.0
8029,Unproductive Engagement,Stage 4,44,42,0.37,0.0
8030,Unproductive Engagement,Stage 4,44,42,0.37,0.0
8031,Unproductive Engagement,Stage 4,44,2,0.5,1.0
8032,Unproductive Engagement,Stage 4,44,2,0.5,1.0
8033,Unproductive Engagement,Stage 4,44,2,0.0,1.0
8034,Unproductive Engagement,Stage 4,44,2,0.0,1.0
8035,Unproductive Engagement,Stage 4,45,3,0.5,0.0
8036,Unproductive Engagement,Stage 4,45,3,0.5,0.0
8037,Unproductive Engagement,Stage 4,46,36,0.0499999999999999,0.0
8038,Unproductive Engagement,Stage 4,46,36,0.0499999999999999,0.0
8039,Unproductive Engagement,Stage 4,46,1,0.5,0.0
8040,Unproductive Engagement,Stage 4,46,1,0.5,0.0
8041,Unproductive Engagement,Stage 4,46,1,0.0,1.0
8042,Unproductive Engagement,Stage 4,46,1,0.0,1.0
8043,Unproductive Engagement,Stage 4,46,1,0.0,1.0
8044,Unproductive Engagement,Stage 4,46,1,0.0,1.0
8045,Unproductive Engagement,Stage 4,47,7,0.0,0.0
8046,Unproductive Engagement,Stage 4,47,7,0.0,0.0
8047,Unproductive Engagement,Stage 4,48,18,-0.7,0.0
8048,Unproductive Engagement,Stage 4,48,18,-0.7,0.0
8049,Unproductive Engagement,Stage 4,48,1,0.0,1.0
8050,Unproductive Engagement,Stage 4,48,1,0.0,1.0
8051,Unproductive Engagement,Stage 4,49,132,0.2404017857142857,0.0075757575757575
8052,Unproductive Engagement,Stage 4,49,132,0.2404017857142857,0.0075757575757575
8053,Unproductive Engagement,Stage 4,49,1,0.0,0.0
8054,Unproductive Engagement,Stage 4,49,1,0.0,0.0
8055,Unproductive Engagement,Stage 4,49,2,0.0,1.0
8056,Unproductive Engagement,Stage 4,49,2,0.0,1.0
8057,Unproductive Engagement,Stage 4,49,1,0.0,1.0
8058,Unproductive Engagement,Stage 4,49,1,0.0,1.0
8059,Unproductive Engagement,Stage 4,50,13,0.55,0.0
8060,Unproductive Engagement,Stage 4,50,13,0.55,0.0
8061,Unproductive Engagement,Stage 4,51,91,0.3166666666666666,0.0109890109890109
8062,Unproductive Engagement,Stage 4,51,91,0.3166666666666666,0.0109890109890109
8063,Unproductive Engagement,Stage 4,51,1,0.0,0.0
8064,Unproductive Engagement,Stage 4,51,1,0.0,0.0
8065,Unproductive Engagement,Stage 4,51,7,0.4333333333333333,1.0
8066,Unproductive Engagement,Stage 4,51,7,0.4333333333333333,1.0
8067,Unproductive Engagement,Stage 4,51,4,0.0,1.0
8068,Unproductive Engagement,Stage 4,51,4,0.0,1.0
8069,Unproductive Engagement,Stage 4,52,81,0.1075396825396825,0.0123456790123456
8070,Unproductive Engagement,Stage 4,52,81,0.1075396825396825,0.0123456790123456
8071,Unproductive Engagement,Stage 4,52,1,0.0,0.0
8072,Unproductive Engagement,Stage 4,52,1,0.0,0.0
8073,Unproductive Engagement,Stage 4,52,1,0.0,1.0
8074,Unproductive Engagement,Stage 4,52,1,0.0,1.0
8075,Unproductive Engagement,Stage 4,52,1,0.0,1.0
8076,Unproductive Engagement,Stage 4,52,1,0.0,1.0
8077,Unproductive Engagement,Stage 4,53,195,0.1901785714285714,0.0051282051282051
8078,Unproductive Engagement,Stage 4,53,195,0.1901785714285714,0.0051282051282051
8079,Unproductive Engagement,Stage 4,53,1,0.0,0.0
8080,Unproductive Engagement,Stage 4,53,1,0.0,0.0
8081,Unproductive Engagement,Stage 4,53,1,0.0,1.0
8082,Unproductive Engagement,Stage 4,53,1,0.0,1.0
8083,Unproductive Engagement,Stage 4,54,17,0.7,0.0
8084,Unproductive Engagement,Stage 4,54,17,0.7,0.0
8085,Unproductive Engagement,Stage 4,55,9,0.0,0.1111111111111111
8086,Unproductive Engagement,Stage 4,55,9,0.0,0.1111111111111111
8087,Unproductive Engagement,Stage 4,55,1,0.0,0.0
8088,Unproductive Engagement,Stage 4,55,1,0.0,0.0
8089,Unproductive Engagement,Stage 4,55,3,0.0,1.0
8090,Unproductive Engagement,Stage 4,55,3,0.0,1.0
8091,Unproductive Engagement,Stage 4,55,5,0.0,1.0
8092,Unproductive Engagement,Stage 4,55,5,0.0,1.0
8093,Unproductive Engagement,Stage 4,56,1,0.0,0.0
8094,Unproductive Engagement,Stage 4,56,1,0.0,0.0
8095,Unproductive Engagement,Stage 4,57,1,0.0,0.0
8096,Unproductive Engagement,Stage 4,57,1,0.0,0.0
8097,Unproductive Engagement,Stage 4,58,17,0.5666666666666667,0.0
8098,Unproductive Engagement,Stage 4,58,17,0.5666666666666667,0.0
8099,Unproductive Engagement,Stage 4,58,1,0.2857142857142857,1.0
8100,Unproductive Engagement,Stage 4,58,1,0.2857142857142857,1.0
8101,Unproductive Engagement,Stage 4,58,1,0.0,1.0
8102,Unproductive Engagement,Stage 4,58,1,0.0,1.0
8103,Unproductive Engagement,Stage 4,59,1,0.5,0.0
8104,Unproductive Engagement,Stage 4,59,1,0.5,0.0
8105,Unproductive Engagement,Stage 4,60,32,0.3171428571428571,0.0
8106,Unproductive Engagement,Stage 4,60,32,0.3171428571428571,0.0
8107,Unproductive Engagement,Stage 4,61,17,0.1722222222222222,0.0
8108,Unproductive Engagement,Stage 4,61,17,0.1722222222222222,0.0
8109,Unproductive Engagement,Stage 4,62,7,0.0,0.0
8110,Unproductive Engagement,Stage 4,62,7,0.0,0.0
8111,Unproductive Engagement,Stage 4,63,1,0.0,0.0
8112,Unproductive Engagement,Stage 4,63,1,0.0,0.0
8113,Unproductive Engagement,Stage 4,64,6,0.475,0.0
8114,Unproductive Engagement,Stage 4,64,6,0.475,0.0
8115,Unproductive Engagement,Stage 4,65,73,0.1214880952380952,0.0136986301369863
8116,Unproductive Engagement,Stage 4,65,73,0.1214880952380952,0.0136986301369863
8117,Unproductive Engagement,Stage 4,65,1,0.0,0.0
8118,Unproductive Engagement,Stage 4,65,1,0.0,0.0
8119,Unproductive Engagement,Stage 4,65,3,0.0,1.0
8120,Unproductive Engagement,Stage 4,65,3,0.0,1.0
8121,Unproductive Engagement,Stage 4,65,3,0.0,1.0
8122,Unproductive Engagement,Stage 4,65,3,0.0,1.0
8123,Unproductive Engagement,Stage 4,66,10,0.0,0.0
8124,Unproductive Engagement,Stage 4,66,10,0.0,0.0
8125,Unproductive Engagement,Stage 4,67,18,0.5,0.0
8126,Unproductive Engagement,Stage 4,67,18,0.5,0.0
8127,Unproductive Engagement,Stage 4,67,6,0.0,1.0
8128,Unproductive Engagement,Stage 4,67,6,0.0,1.0
8129,Unproductive Engagement,Stage 4,67,4,0.0,1.0
8130,Unproductive Engagement,Stage 4,67,4,0.0,1.0
8131,Unproductive Engagement,Stage 4,68,13,0.0803571428571428,0.0
8132,Unproductive Engagement,Stage 4,68,13,0.0803571428571428,0.0
8133,Unproductive Engagement,Stage 4,69,2,0.0,0.0
8134,Unproductive Engagement,Stage 4,69,2,0.0,0.0
8135,Unproductive Engagement,Stage 4,70,1,0.0,0.0
8136,Unproductive Engagement,Stage 4,70,1,0.0,0.0
8137,Unproductive Engagement,Stage 4,70,1,0.5,1.0
8138,Unproductive Engagement,Stage 4,70,1,0.5,1.0
8139,Unproductive Engagement,Stage 4,71,33,0.2,0.0303030303030303
8140,Unproductive Engagement,Stage 4,71,33,0.2,0.0303030303030303
8141,Unproductive Engagement,Stage 4,71,1,0.0,0.0
8142,Unproductive Engagement,Stage 4,71,1,0.0,0.0
8143,Unproductive Engagement,Stage 4,71,1,0.0,1.0
8144,Unproductive Engagement,Stage 4,71,1,0.0,1.0
8145,Unproductive Engagement,Stage 4,72,31,0.2619047619047619,0.032258064516129
8146,Unproductive Engagement,Stage 4,72,31,0.2619047619047619,0.032258064516129
8147,Unproductive Engagement,Stage 4,72,1,0.0,0.0
8148,Unproductive Engagement,Stage 4,72,1,0.0,0.0
8149,Unproductive Engagement,Stage 4,72,9,0.0,1.0
8150,Unproductive Engagement,Stage 4,72,9,0.0,1.0
8151,Unproductive Engagement,Stage 4,72,3,0.0,1.0
8152,Unproductive Engagement,Stage 4,72,3,0.0,1.0
8153,Unproductive Engagement,Stage 4,73,26,-0.15,0.0
8154,Unproductive Engagement,Stage 4,73,26,-0.15,0.0
8155,Unproductive Engagement,Stage 4,74,17,0.0,0.0
8156,Unproductive Engagement,Stage 4,74,17,0.0,0.0
8157,Unproductive Engagement,Stage 4,75,2,0.0,0.5
8158,Unproductive Engagement,Stage 4,75,2,0.0,0.5
8159,Unproductive Engagement,Stage 4,75,1,0.0,0.0
8160,Unproductive Engagement,Stage 4,75,1,0.0,0.0
8161,Unproductive Engagement,Stage 4,75,1,0.0,1.0
8162,Unproductive Engagement,Stage 4,75,1,0.0,1.0
8163,Unproductive Engagement,Stage 4,75,1,0.0,1.0
8164,Unproductive Engagement,Stage 4,75,1,0.0,1.0
8165,Unproductive Engagement,Stage 4,76,8,0.0,0.0
8166,Unproductive Engagement,Stage 4,76,8,0.0,0.0
8167,Unproductive Engagement,Stage 4,77,77,0.60875,0.0
8168,Unproductive Engagement,Stage 4,77,77,0.60875,0.0
8169,Unproductive Engagement,Stage 4,78,2,0.0,0.0
8170,Unproductive Engagement,Stage 4,78,2,0.0,0.0
8171,Unproductive Engagement,Stage 4,79,1,0.0,0.0
8172,Unproductive Engagement,Stage 4,79,1,0.0,0.0
8173,Unproductive Engagement,Stage 4,80,106,0.0406249999999999,0.0
8174,Unproductive Engagement,Stage 4,80,106,0.0406249999999999,0.0
8175,Unproductive Engagement,Stage 4,80,4,0.0,1.0
8176,Unproductive Engagement,Stage 4,80,4,0.0,1.0
8177,Unproductive Engagement,Stage 4,80,3,0.4,1.0
8178,Unproductive Engagement,Stage 4,80,3,0.4,1.0
8179,Unproductive Engagement,Stage 4,81,43,-0.0486666666666666,0.0
8180,Unproductive Engagement,Stage 4,81,43,-0.0486666666666666,0.0
8181,Unproductive Engagement,Stage 4,82,5,0.0,0.0
8182,Unproductive Engagement,Stage 4,82,5,0.0,0.0
8183,Unproductive Engagement,Stage 4,83,5,0.0,0.0
8184,Unproductive Engagement,Stage 4,83,5,0.0,0.0
8185,Unproductive Engagement,Stage 4,83,2,0.0,1.0
8186,Unproductive Engagement,Stage 4,83,2,0.0,1.0
8187,Unproductive Engagement,Stage 4,83,1,0.0,1.0
8188,Unproductive Engagement,Stage 4,83,1,0.0,1.0
8189,Unproductive Engagement,Stage 4,84,2,0.0,0.0
8190,Unproductive Engagement,Stage 4,84,2,0.0,0.0
8191,Unproductive Engagement,Stage 4,85,8,0.0,0.0
8192,Unproductive Engagement,Stage 4,85,8,0.0,0.0
8193,Unproductive Engagement,Stage 4,86,33,0.3374999999999999,0.0
8194,Unproductive Engagement,Stage 4,86,33,0.3374999999999999,0.0
8195,Unproductive Engagement,Stage 4,87,13,0.2,0.0769230769230769
8196,Unproductive Engagement,Stage 4,87,13,0.2,0.0769230769230769
8197,Unproductive Engagement,Stage 4,87,1,0.0,0.0
8198,Unproductive Engagement,Stage 4,87,1,0.0,0.0
8199,Unproductive Engagement,Stage 4,88,2,0.0,0.0
8200,Unproductive Engagement,Stage 4,88,2,0.0,0.0
8201,Unproductive Engagement,Stage 4,89,3,0.0,0.0
8202,Unproductive Engagement,Stage 4,89,3,0.0,0.0
8203,Unproductive Engagement,Stage 4,90,10,0.0,0.0
8204,Unproductive Engagement,Stage 4,90,10,0.0,0.0
8205,Unproductive Engagement,Stage 4,91,24,0.125,0.0
8206,Unproductive Engagement,Stage 4,91,24,0.125,0.0
8207,Unproductive Engagement,Stage 4,92,10,0.0,0.0
8208,Unproductive Engagement,Stage 4,92,10,0.0,0.0
8209,Unproductive Engagement,Stage 4,92,5,0.0,1.0
8210,Unproductive Engagement,Stage 4,92,5,0.0,1.0
8211,Unproductive Engagement,Stage 4,92,3,0.0,1.0
8212,Unproductive Engagement,Stage 4,92,3,0.0,1.0
8213,Unproductive Engagement,Stage 4,93,1,0.0,0.0
8214,Unproductive Engagement,Stage 4,93,1,0.0,0.0
8215,Unproductive Engagement,Stage 4,94,30,0.0,0.0
8216,Unproductive Engagement,Stage 4,94,30,0.0,0.0
8217,Unproductive Engagement,Stage 4,95,11,0.5,0.0
8218,Unproductive Engagement,Stage 4,95,11,0.5,0.0
8219,Unproductive Engagement,Stage 4,95,1,0.0,1.0
8220,Unproductive Engagement,Stage 4,95,1,0.0,1.0
8221,Unproductive Engagement,Stage 4,96,1,0.0,0.0
8222,Unproductive Engagement,Stage 4,96,1,0.0,0.0
8223,Unproductive Engagement,Stage 4,97,2,0.5,0.0
8224,Unproductive Engagement,Stage 4,97,2,0.5,0.0
8225,Unproductive Engagement,Stage 4,98,2,0.6,0.0
8226,Unproductive Engagement,Stage 4,98,2,0.6,0.0
8227,Unproductive Engagement,Stage 4,98,3,0.0,1.0
8228,Unproductive Engagement,Stage 4,98,3,0.0,1.0
8229,Unproductive Engagement,Stage 4,98,4,0.0,1.0
8230,Unproductive Engagement,Stage 4,98,4,0.0,1.0
8231,Unproductive Engagement,Stage 4,99,4,0.0,0.0
8232,Unproductive Engagement,Stage 4,99,4,0.0,0.0
8233,Unproductive Engagement,Stage 2,1,6,0.2,0.0
8234,Unproductive Engagement,Stage 2,2,3,0.0,0.0
8235,Unproductive Engagement,Stage 2,3,9,0.35,0.0
8236,Unproductive Engagement,Stage 3,4,8,0.0,0.125
8237,Unproductive Engagement,Stage 3,4,1,0.0,0.0
8238,Unproductive Engagement,Stage 3,4,5,0.0,1.0
8239,Unproductive Engagement,Stage 3,4,1,0.0,1.0
8240,Unproductive Engagement,Stage 3,5,6,0.0,0.0
8241,Unproductive Engagement,Stage 4,6,13,-0.25,0.1538461538461538
8242,Unproductive Engagement,Stage 4,6,3,0.0,0.3333333333333333
8243,Unproductive Engagement,Stage 4,6,23,-0.1875,1.0
8244,Unproductive Engagement,Stage 4,6,12,-0.2,1.0
8245,Unproductive Engagement,Stage 4,7,25,-0.075,0.0
8246,Unproductive Engagement,Stage 4,8,55,0.1416666666666666,0.0
8247,Unproductive Engagement,Stage 4,8,2,0.0,1.0
8248,Unproductive Engagement,Stage 4,8,1,0.0,1.0
8249,Unproductive Engagement,Stage 4,9,23,0.0,0.0434782608695652
8250,Unproductive Engagement,Stage 4,9,1,0.0,0.0
