Word,Start Time,End Time,start_time_diff,ClusterID,SegmentID
know,444.55112,444.86948,0.31839000000002216,0,5
are,446.06342,446.2226,1.512299999999982,0,5
there,446.2226,446.541,0.1591799999999921,0,5
any,446.541,446.7798,0.3183999999999969,0,5
so,446.93896,447.25735,0.39796000000001186,0,5
are,447.25735,447.41653,0.3183899999999653,0,5
you,447.41653,447.65533,0.15918000000004895,0,5
open,447.65533,448.0533,0.23879999999996926,0,5
to,448.0533,448.29208,0.3979699999999866,0,5
being,448.29208,448.61047,0.23878000000001975,0,5
paid,448.61047,449.11047,0.31839000000002216,0,5
a,450.29688,450.45602,1.6864099999999667,0,5
lump,450.45602,450.77435,0.15914000000003625,0,5
sum,450.77435,451.0131,0.3183300000000031,0,5
for,451.0131,451.17227,0.2387499999999818,0,5
your,451.17227,451.33142,0.15917000000001735,0,5
ip,451.64975,452.14975,0.47747999999995727,0,5
in,452.28638,452.7639,0.6366300000000251,0,5
addition,452.7639,453.00262,0.47751999999996997,0,5
to,453.00262,453.24136,0.2387200000000007,0,5
some,453.24136,453.4005,0.23874000000000706,0,5
sort,453.4005,453.5597,0.15914000000003625,0,5
of,453.5597,454.0597,0.15919999999999845,0,5
combination,454.11676,454.43506,0.5570599999999786,0,5
of,454.43506,454.7534,0.318300000000022,0,5
paid,454.7534,454.99213,0.31833999999997786,0,5
or,454.99213,455.39005,0.23872999999997546,0,5
unpaid,455.39005,455.70837,0.39791999999999916,0,5
time,455.70837,455.9471,0.31832000000002836,0,5
off,455.9471,456.0267,0.23872999999997546,0,5
are,456.26544,456.345,0.3183400000000347,0,5
you,456.345,456.50418,0.07956000000001495,0,5
looking,456.50418,456.8225,0.1591799999999921,0,5
for,456.8225,456.98166,0.3183199999999715,0,5
one,456.98166,457.1408,0.15915999999998576,0,5
or,457.1408,457.3,0.15914000000003625,0,5
the,457.3,457.53873,0.15919999999999845,0,5
other,457.53873,457.77747,0.23872999999997546,0,5
what,458.49368,458.812,0.9549499999999966,0,5
specifically,458.812,459.20993,0.31832000000002836,0,5
are,459.20993,459.36908,0.3979299999999739,0,5
you,459.36908,459.44867,0.159150000000011,0,5
looking,459.44867,459.767,0.07958999999999605,0,5
for,459.767,460.00574,0.3183300000000031,0,5
so,505.36002,505.6,45.593020000000024,1,6
that,505.6,505.76,0.23998000000000275,0,6
would,505.76,505.92,0.15999999999996817,0,6
be,505.92,506.08002,0.160000000000025,0,6
in,506.08002,506.56,0.16001999999997452,0,6
addition,506.56,506.72,0.47998000000001184,0,6
to,506.72,506.88,0.160000000000025,0,6
the,506.88,507.04,0.15999999999996817,0,6
ten,507.04,507.36002,0.160000000000025,0,6
thousand,507.36002,507.86002,0.3200199999999995,0,6
a,508.32,508.48,0.9599799999999732,0,6
month,508.48,508.64,0.160000000000025,0,6
if,508.88,509.04,0.39999999999997726,0,6
you,509.04,509.36002,0.160000000000025,0,6
believe,509.36002,509.6,0.3200199999999995,0,6
you,509.6,509.76,0.23998000000000275,0,6
need,509.76,510.26,0.15999999999996817,0,6
over,510.32,510.82,0.5600000000000023,0,6
two,511.92,512.08,1.6000000000000227,0,6
hundred,512.08,512.48,0.160000000000025,0,6
thousand,512.48,512.88,0.39999999999997726,0,6
dollars,512.88,513.36,0.39999999999997726,0,6
in,513.36,513.76,0.4800000000000182,0,6
addition,513.76,513.92,0.39999999999997726,0,6
to,513.92,514.08,0.15999999999996817,0,6
the,514.08,514.32,0.16000000000008185,0,6
sixty,514.32,514.72003,0.2400000000000091,0,6
thousand,514.72003,515.22003,0.4000299999999015,0,6
i,516.894,516.9737,2.173970000000054,0,6
mean,516.9737,517.0534,0.07970000000000255,0,6
two,517.29254,517.37225,0.3188400000000229,0,6
hundred,517.37225,517.6114,0.0797099999999773,0,6
and,517.6114,517.7709,0.2391499999999951,0,6
sixty,517.7709,518.16943,0.15949999999998,0,6
thousand,518.16943,518.4883,0.3985300000000507,0,6
dollars,518.4883,518.96655,0.31886999999994714,0,6
for,518.96655,519.2057,0.47825000000000273,0,6
six,519.2057,519.4448,0.2391499999999951,0,6
months,519.4448,519.76373,0.23910000000000764,0,6
is,519.76373,519.92316,0.31893000000002303,0,6
a,519.92316,520.1623,0.15943000000004304,0,6
lot,520.1623,520.48114,0.23913999999990665,0,6
of,520.48114,520.7203,0.3188400000000229,0,6
money,520.7203,521.0391,0.23915999999996984,0,6
you,522.23486,522.3943,1.514560000000074,0,6
know,522.3943,522.474,0.1594400000000178,0,6
that's,522.6334,522.87256,0.23910000000000764,0,6
half,522.87256,523.032,0.23915999999996984,0,6
a,523.032,523.1914,0.1594400000000178,0,6
million,523.1914,523.51025,0.1594000000000051,0,6
a,523.51025,523.7494,0.31884999999999764,0,6
year,523.7494,523.9886,0.2391499999999951,0,6
which,526.938,527.0974,3.1885999999999513,0,6
is,527.0974,527.33655,0.1594000000000051,0,6
you,527.41626,527.5757,0.3188599999999724,0,6
know,527.5757,527.7351,0.1594400000000178,0,6
up,528.37286,528.6917,0.7971599999999626,0,6
five,528.6917,529.0903,0.3188400000000229,0,6
percent,529.0903,529.3294,0.39859999999998763,0,6
of,529.3294,529.4091,0.23910000000000764,0,6
the,529.4091,529.56854,0.07970000000000255,0,6
united,529.64825,529.8077,0.2391499999999951,0,6
states,529.8874,530.1266,0.2391499999999951,0,6
so,530.85944,531.35944,0.9720399999999927,0,6
i,531.89734,532.057,1.037900000000036,0,6
think,532.057,532.557,0.15966000000003078,0,6
deaf,533.09485,533.1747,1.0378499999999349,0,6
and,533.4142,533.6537,0.3193500000000995,0,6
and,533.6537,533.81335,0.23949999999990723,0,6
that's,533.81335,534.05286,0.15965000000005602,0,6
not,534.05286,534.2126,0.23950999999999567,0,6
even,534.2126,534.5319,0.15973999999994248,0,6
counting,534.5319,535.0109,0.31929999999999836,0,6
the,535.0109,535.5109,0.47900000000004184,0,6
you,536.1286,536.28827,1.1177000000000135,0,6
know,536.28827,536.448,0.15967000000000553,0,6
the,536.60767,536.76733,0.31939999999997326,0,6
fact,536.76733,537.0867,0.15966000000003078,0,6
that,537.0867,537.5867,0.3193699999999353,0,6
you're,537.72534,537.96484,0.6386400000000094,0,6
not,537.96484,538.20435,0.23950000000002092,0,6
even,538.20435,538.70435,0.23950999999999567,0,6
doing,538.7632,539.0826,0.5588500000000067,0,6
any,539.0826,539.4019,0.31939999999997326,0,6
work,539.4019,539.6414,0.31929999999999836,0,6
for,539.6414,539.8011,0.23950000000002092,0,6
this,539.8011,539.96075,0.15970000000004347,0,6
right,540.1204,540.20026,0.31929999999999836,0,6
you're,540.3599,540.5196,0.23950000000002092,0,6
not,540.5196,540.67926,0.1596999999999298,0,6
going,540.67926,540.91876,0.15966000000003078,0,6
in,540.91876,540.9986,0.23950000000002092,0,6
at,540.9986,541.1583,0.07983999999999014,0,6
nine,541.1583,541.318,0.15970000000004347,0,6
getting,541.5575,541.797,0.3991999999999507,0,6
off,541.797,541.95667,0.23950000000002092,0,6
at,541.95667,542.11633,0.15967000000000553,0,6
five,542.11633,542.19617,0.1596599999999171,0,6
you,542.43567,542.5155,0.31934000000001106,0,6
don't,542.5155,542.6752,0.07983000000001539,0,6
have,542.6752,542.83484,0.15970000000004347,0,6
any,542.83484,543.1542,0.15963999999996759,0,6
responsibilities,543.1542,543.6542,0.31935999999996056,0,6
so,544.5114,545.0114,1.3572000000000344,0,6
i,545.40485,545.4848,0.8934500000000298,0,6
mean,545.4848,545.5647,0.07994999999993979,0,6
just,545.7246,545.8045,0.2398000000000593,0,6
to,545.8045,545.9644,0.07989999999995234,0,6
put,545.9644,546.12427,0.15989999999999327,0,6
that,546.12427,546.2042,0.159870000000069,0,6
in,546.2042,546.5239,0.07992999999999029,0,6
perspective,546.5239,546.92365,0.31970000000001164,0,6
half,547.24335,547.40326,0.719449999999938,0,6
a,547.40326,547.5631,0.1599100000000817,0,6
million,547.5631,547.8829,0.15983999999991738,0,6
dollars,547.8829,548.3829,0.31979999999998654,0,6
for,548.6023,548.76215,0.7194000000000642,0,6
six,548.76215,549.00195,0.15985000000000582,0,6
months,549.00195,549.24176,0.2397999999999456,0,6
of,549.24176,549.48157,0.23981000000003405,0,6
no,549.48157,549.7214,0.23981000000003405,0,6
work,549.7214,549.9612,0.23982999999998356,0,6
is,551.7997,552.11945,2.078300000000013,0,6
pretty,552.11945,552.61945,0.3197499999999991,0,6
remarkable,552.83887,553.33887,0.7194200000000137,0,6
and,553.95795,554.3576,1.11907999999994,0,6
the,554.3576,554.5974,0.3996500000000651,0,6
fact,554.5974,554.7573,0.2397999999999456,0,6
that,554.7573,554.9172,0.15989999999999327,0,6
the,554.9172,554.99713,0.15989999999999327,0,6
university,555.077,555.55664,0.15980000000001837,0,6
is,555.55664,555.79645,0.4796400000000176,0,6
willing,555.79645,556.03625,0.23981000000003405,0,6
to,556.03625,556.19617,0.2397999999999456,0,6
offer,556.19617,556.51587,0.15992000000005646,0,6
you,556.51587,556.9955,0.31969999999989795,0,6
that,556.9955,557.31525,0.47963000000004286,0,6
just,557.8091,558.1276,0.8135999999999513,0,6
because,558.1276,558.2869,0.3185000000000855,0,6
you're,558.2869,558.5258,0.1592999999999165,0,6
so,558.5258,558.7648,0.23890000000005784,0,6
valuable,558.7648,559.2648,0.23900000000003274,0,6
to,559.3222,559.4815,0.557399999999916,0,6
us,559.4815,559.6408,0.1593000000000302,0,6
and,559.8797,560.1186,0.39819999999997435,0,6
you,560.19824,560.2779,0.3185400000000982,0,6
know,560.2779,560.4372,0.07965999999998985,0,6
we've,560.51685,560.91504,0.2389499999999316,0,6
respect,560.91504,561.15393,0.3981899999999996,0,6
to,561.15393,561.31323,0.2388899999999694,0,6
work,561.31323,561.5521,0.1593000000000302,0,6
that,561.5521,561.7114,0.2388700000000199,0,6
you've,561.7114,561.9503,0.1593000000000302,0,6
done,561.9503,562.1096,0.23889999999994416,0,6
i,562.906,563.06525,0.9556999999999789,0,6
think,563.06525,563.22455,0.15925000000004275,0,6
is,563.22455,563.5431,0.1593000000000302,0,6
pretty,563.5431,563.86163,0.31854999999995925,0,6
pretty,566.0119,566.4101,2.4687999999999874,0,6
generous,566.4101,566.8083,0.39820000000008804,0,6
so,569.11786,569.61786,2.707759999999894,0,6
mh,594.34015,594.73956,25.222290000000044,1,7
okay,600.1723,600.412,5.832149999999956,0,7
so,617.3951,617.8951,17.222800000000007,0,7
mh,624.0843,624.5621,6.689200000000028,0,7
so,648.4927,648.73175,24.40840000000003,1,8
mh,649.5286,649.84735,1.0358999999999696,0,8
sure,650.48486,650.6442,0.956260000000043,0,8
so,650.8833,651.3833,0.39843999999993684,0,8
so,652.238,652.47705,1.3547000000000935,0,8
is,652.47705,652.6364,0.2390499999999065,0,8
that,652.6364,652.7958,0.15935000000001764,0,8
a,652.7958,652.95514,0.1594000000000051,0,8
nine,652.95514,653.1942,0.1593400000000429,0,8
month,653.1942,653.4333,0.23905999999999494,0,8
or,653.4333,653.752,0.23910000000000764,0,8
twelve,653.752,654.0708,0.3186999999999216,0,8
month,654.0708,654.3895,0.3188000000000102,0,8
in,654.3895,654.7083,0.3187000000000353,0,8
total,654.7083,655.2083,0.3188000000000102,0,8
time,656.14264,656.4614,1.4343400000000202,0,8
off,656.4614,656.9614,0.3187599999999975,0,8
that,657.1786,657.41766,0.7171999999999343,0,8
you,657.41766,657.577,0.23905999999999494,0,8
wish,657.577,657.8161,0.1593400000000429,0,8
so,718.40247,718.8808,60.825469999999996,1,9
the,718.8808,719.12,0.4783300000000281,0,9
ten,719.12,719.3592,0.23919999999998254,0,9
months,719.3592,719.6781,0.23919999999998254,0,9
if,720.3159,720.4754,0.9567000000000689,0,9
you're,720.4754,720.7943,0.15949999999998,0,9
not,720.7943,721.1132,0.3188999999999851,0,9
so,722.86725,723.36725,2.0729499999999916,0,9
i,724.701,724.8604,1.833750000000009,0,9
think,724.8604,724.9402,0.1594000000000051,0,9
i'll,725.0996,725.2591,0.23919999999998254,0,9
kinda,725.6577,725.9766,0.5580999999999676,0,9
take,725.9766,726.1361,0.3188999999999851,0,9
a,726.1361,726.29553,0.15950000000009368,0,9
transparent,726.29553,726.79553,0.15942999999992935,0,9
route,726.93335,727.17255,0.6378200000000334,0,9
here,727.17255,727.67255,0.23919999999998254,0,9
and,727.8901,728.28876,0.7175499999999602,0,9
let,728.28876,728.4482,0.3986600000000635,0,9
you,728.4482,728.60767,0.1594400000000178,0,9
know,728.60767,728.9266,0.15946999999994205,0,9
that,728.9266,729.1658,0.31893000000002303,0,9
the,729.1658,729.3252,0.23919999999998254,0,9
university,729.3252,729.8252,0.1594000000000051,0,9
is,729.963,730.1225,0.6377999999999702,0,9
only,730.1225,730.6225,0.15949999999998,0,9
prepared,730.7603,731.2603,0.6378000000000839,0,9
to,731.3184,731.71704,0.5580999999999676,0,9
pay,732.5296,732.849,1.2111999999999625,0,9
you,732.849,733.08856,0.31940000000008695,0,9
for,733.08856,733.32806,0.23955999999998312,0,9
time,733.32806,733.56757,0.23950000000002092,0,9
off,733.56757,734.04663,0.23950999999999567,0,9
for,734.8451,735.08466,1.277529999999956,0,9
six,735.08466,735.32416,0.23955999999998312,0,9
months,735.32416,735.4838,0.23950000000002092,0,9
so,735.64355,735.88306,0.3193899999999985,0,9
that's,735.88306,736.1226,0.23950999999999567,0,9
all,736.1226,736.2823,0.23954000000003361,0,9
that,736.2823,736.44196,0.1596999999999298,0,9
you're,736.44196,736.921,0.15966000000003078,0,9
entitled,736.921,737.2404,0.47904000000005453,0,9
to,737.2404,737.7404,0.31939999999997326,0,9
paid,737.959,738.3582,0.718599999999924,0,9
wise,738.3582,738.6776,0.3992000000000644,0,9
however,739.1567,739.6567,0.79849999999999,0,9
you're,740.0349,740.3543,0.8781999999999925,0,9
entitled,740.3543,740.6737,0.31939999999997326,0,9
to,740.6737,740.9132,0.31940000000008695,0,9
up,740.9132,741.1528,0.23949999999990723,0,9
to,741.1528,741.55194,0.23959999999999582,0,9
an,741.55194,741.87134,0.3991399999999885,0,9
entire,741.87134,742.3504,0.31940000000008695,0,9
year,742.3504,742.74963,0.47906000000000404,0,9
for,742.74963,742.98914,0.39922999999998865,0,9
time,742.98914,743.2287,0.23950999999999567,0,9
off,743.2287,743.4682,0.23955999999998312,0,9
we,743.94727,744.107,0.7185699999999997,0,9
are,744.107,744.3465,0.15972999999996773,0,9
only,744.3465,744.8465,0.23950000000002092,0,9
authorized,745.8635,746.3426,1.5170000000000528,0,9
to,746.3426,746.82166,0.47909999999990305,0,9
pay,746.82166,747.06116,0.47906000000000404,0,9
you,747.06116,747.56116,0.23950000000002092,0,9
for,747.9539,748.4321,0.8927400000000034,0,9
those,748.4321,748.9321,0.4782000000000153,0,9
six,748.99,749.30884,0.5579000000000178,0,9
months,749.30884,749.5479,0.3188400000000229,0,9
so,750.1058,750.6058,0.7969600000000128,0,9
if,750.6637,750.9028,0.5578999999999041,0,9
you,750.9028,751.22156,0.23910000000000764,0,9
wish,751.22156,751.69977,0.3187599999999975,0,9
to,751.69977,752.19977,0.47820999999999003,0,9
kind,753.61255,753.8516,1.9127800000001116,0,9
of,753.8516,754.09076,0.2390499999999065,0,9
take,754.09076,754.1704,0.23916000000008353,0,9
a,754.1704,754.32983,0.07963999999992666,0,9
longer,754.32983,754.6486,0.15943000000004304,0,9
leave,754.6486,754.88776,0.31876999999997224,0,9
of,754.88776,755.20654,0.23915999999996984,0,9
absence,755.20654,755.6847,0.3187800000000607,0,9
then,755.9238,756.402,0.7172600000000102,0,9
maybe,756.402,756.8005,0.4782000000000153,0,9
we,756.8005,757.0396,0.39850000000001273,0,9
can,757.0396,757.5396,0.23909999999989395,0,9
lower,758.0757,758.2351,1.036100000000033,0,9
were,758.2351,758.4742,0.1594000000000051,0,9
that,758.4742,758.79297,0.23910000000000764,0,9
amount,758.79297,759.29297,0.31876999999997224,0,9
or,759.7493,760.2493,0.9563299999999799,0,9
hire,761.8381,762.1574,2.0888000000001057,0,9
that,762.1574,762.47675,0.31929999999999836,0,9
amount,762.47675,762.7961,0.3193499999999858,0,9
and,762.7961,762.95575,0.3193499999999858,0,9
just,762.95575,763.19525,0.15964999999994234,0,9
dip,763.19525,763.43475,0.23950000000002092,0,9
a,763.43475,763.5146,0.23950000000002092,0,9
little,763.5146,763.7541,0.0798499999999649,0,9
bit,763.7541,764.0734,0.23950000000002092,0,9
into,764.0734,764.3129,0.31929999999999836,0,9
the,764.3129,764.4726,0.23950000000002092,0,9
price,764.4726,764.6322,0.15970000000004347,0,9
of,764.6322,764.7919,0.1595999999999549,0,9
the,764.7919,764.8717,0.15970000000004347,0,9
ip,765.1112,765.5902,0.31929999999999836,0,9
portfolio,765.5902,765.9894,0.47899999999992815,0,9
it,766.7079,766.86755,1.1177000000000135,0,9
kind,766.86755,767.0272,0.15965000000005602,0,9
of,767.0272,767.34656,0.15964999999994234,0,9
depends,767.34656,767.6659,0.31935999999996056,0,9
on,767.6659,767.9054,0.31934000000001106,0,9
what,767.9054,768.22473,0.23950000000002092,0,9
you,768.22473,768.54407,0.3193300000000363,0,9
think,768.54407,769.04407,0.31934000000001106,0,9
you,769.5819,769.7416,1.0378299999999854,0,9
would,769.7416,769.9811,0.1596999999999298,0,9
benefit,769.9811,770.38025,0.23950000000002092,0,9
the,770.38025,770.5399,0.39915000000007694,0,9
most,770.5399,770.7794,0.15964999999994234,0,9
from,770.7794,770.9391,0.23950000000002092,0,9
whether,770.9391,771.2584,0.15970000000004347,0,9
that's,771.2584,771.4979,0.31929999999999836,0,9
money,771.4979,771.81726,0.23949999999990723,0,9
from,771.81726,771.9769,0.31936000000007425,0,9
your,771.9769,772.05676,0.15963999999996759,0,9
ip,772.2962,772.5357,0.31929999999999836,0,9
portfolio,772.5357,772.7752,0.23950000000002092,0,9
in,772.7752,772.85504,0.23950000000002092,0,9
a,772.85504,773.0147,0.07983999999999014,0,9
lump,773.0147,773.1744,0.1596599999999171,0,9
sum,773.1744,773.4139,0.15970000000004347,0,9
or,773.4139,773.57355,0.23950000000002092,0,9
kind,773.57355,773.6534,0.15964999999994234,0,9
of,773.6534,773.8929,0.07985000000007858,0,9
more,773.8929,773.9727,0.23950000000002092,0,9
of,773.9727,774.05255,0.07979999999997744,0,9
a,774.05255,774.2122,0.0798499999999649,0,9
monthly,774.2122,774.6912,0.15965000000005602,0,9
payment,774.6912,775.01056,0.47899999999992815,0,9
for,775.66406,775.9035,0.9728599999999687,0,9
you,775.9035,776.0631,0.23944000000005872,0,9
to,776.0631,776.38226,0.1595999999999549,0,9
enjoy,776.38226,776.88226,0.31916000000001077,0,9
on,777.0207,777.1803,0.6384400000000596,0,9
your,777.1803,777.2601,0.1595999999999549,0,9
sa,777.3399,777.4995,0.1595999999999549,0,9
cervical,777.4995,777.8985,0.15960000000006858,0,9
so,778.1379,778.3773,0.6383999999999332,0,9
that,778.3773,778.6167,0.23940000000004602,0,9
is,778.8561,779.0157,0.47879999999997835,0,9
kind,779.0157,779.1753,0.15960000000006858,0,9
of,779.1753,779.4147,0.1595999999999549,0,9
up,779.4147,779.5743,0.23940000000004602,0,9
to,779.5743,779.7339,0.1595999999999549,0,9
you,779.7339,779.97327,0.1595999999999549,0,9
right,797.53937,797.77856,17.805470000000014,0,9
okay,798.17725,798.33673,0.6378799999999956,0,9
so,798.4962,798.7354,0.3189500000000862,0,9
we,798.7354,798.8152,0.23919999999998254,0,9
can,798.8152,799.0544,0.07979999999997744,0,9
pivot,799.0544,799.5328,0.23919999999998254,0,9
towards,799.5328,799.93146,0.4783999999999651,0,9
we,800.4099,800.5694,0.8771000000000413,0,9
can,800.5694,800.7288,0.15949999999998,0,9
definitely,800.7288,801.0478,0.1594000000000051,0,9
pivot,801.0478,801.36676,0.31900000000007367,0,9
towards,801.36676,801.60596,0.3189599999999473,0,9
the,801.60596,801.76544,0.23919999999998254,0,9
price,801.76544,801.9249,0.1594800000000305,0,9
of,801.9249,802.00464,0.1594599999999673,0,9
the,802.00464,802.1641,0.07974000000001524,0,9
ip,802.4033,802.7223,0.39865999999994983,0,9
portfolio,802.7223,803.2007,0.31900000000007367,0,9
and,803.2007,803.36017,0.4783999999999651,0,9
then,803.36017,803.59937,0.15947000000005573,0,9
come,803.59937,803.75885,0.23919999999998254,0,9
back,803.75885,803.91833,0.1594800000000305,0,9
to,803.91833,804.0778,0.1594799999999168,0,9
the,804.0778,804.23724,0.15947000000005573,0,9
monthly,804.23724,804.6359,0.1594400000000178,0,9
payment,804.6359,804.9549,0.39865999999994983,0,9
in,807.60126,807.76074,2.9653600000000324,0,9
a,807.76074,807.9202,0.1594800000000305,0,9
little,807.9202,808.1595,0.1594599999999673,0,9
bit,808.1595,808.55817,0.23929999999995744,0,9
to,808.55817,808.87714,0.39867000000003827,0,9
kind,808.87714,809.0366,0.3189700000000357,0,9
of,809.0366,809.2758,0.1594599999999673,0,9
figure,809.2758,809.5151,0.23919999999998254,0,9
out,809.5151,809.7543,0.23929999999995744,0,9
if,809.7543,809.91376,0.23919999999998254,0,9
we,809.91376,810.07324,0.15946000000008098,0,9
have,810.07324,810.153,0.1594800000000305,0,9
any,810.153,810.472,0.07975999999996475,0,9
extra,810.472,810.7112,0.31899999999996,0,9
money,810.7112,810.95044,0.23919999999998254,0,9
from,810.95044,811.18964,0.23923999999999523,0,9
there,811.18964,811.5086,0.23920000000009622,0,9
on,811.5086,811.74786,0.3189599999999473,0,9
so,812.2263,812.4655,0.7177000000000362,0,9
what,812.4655,812.7845,0.23919999999998254,0,9
number,812.7845,813.02374,0.31899999999996,0,9
are,813.02374,813.1832,0.23923999999999523,0,9
you,813.1832,813.3427,0.15946000000008098,0,9
looking,813.3427,813.5819,0.15949999999998,0,9
at,813.5819,814.06036,0.23919999999998254,0,9
for,814.06036,814.56036,0.4784599999999273,0,9
this,815.8147,816.0539,1.7543400000000702,0,9
considering,816.53235,817.03235,0.7176499999999351,0,9
that,817.3298,817.8298,0.7974500000000262,0,9
yes,818.0475,818.36646,0.7177000000000362,0,9
you,819.01935,819.17883,0.9718500000000176,0,9
are,819.17883,819.3383,0.1594799999999168,0,9
an,819.3383,819.6573,0.15947000000005573,0,9
esteem,819.6573,820.1573,0.31899999999996,0,9
researcher,820.2155,820.5345,0.5582000000000562,0,9
however,820.93317,821.25214,0.7176699999999983,0,9
the,821.33185,821.5711,0.398680000000013,0,9
university,821.5711,821.9698,0.23924999999997,0,9
is,821.9698,822.20905,0.39869999999996253,0,9
being,822.20905,822.528,0.23925000000008367,0,9
extremely,822.528,823.0065,0.31894999999997253,0,9
generous,823.0065,823.5065,0.47849999999994,0,9
by,823.56464,823.8836,0.558140000000094,0,9
offering,823.8836,824.28235,0.3189599999999473,0,9
you,824.28235,824.7608,0.39874999999995,0,9
this,824.7608,825.1595,0.4784500000000662,0,9
you,825.23926,825.39874,0.4784599999999273,0,9
know,825.39874,825.47845,0.1594800000000305,0,9
several,825.63794,825.9569,0.23919999999998254,0,9
month,825.9569,826.1961,0.318960000000061,0,9
long,826.1961,826.67456,0.23919999999998254,0,9
vacation,826.67456,826.9935,0.47846000000004096,0,9
and,826.9935,827.3125,0.3189399999999978,0,9
paid,827.3125,827.6315,0.31899999999996,0,9
sa,827.6315,827.79095,0.31899999999996,0,9
tobacco,827.79095,828.29095,0.15944999999999254,0,9
in,828.66815,828.82764,0.8772000000000162,0,9
which,828.82764,829.06683,0.15949000000000524,0,9
they're,829.06683,829.3061,0.23919000000000779,0,9
not,829.3061,829.78455,0.23927000000003318,0,9
requiring,829.78455,830.1832,0.4784499999999525,0,9
you,830.1832,830.5022,0.39865000000008877,0,9
to,830.5022,830.74146,0.31899999999996,0,9
work,830.74146,830.98065,0.23925999999994474,0,9
so,831.4744,831.9535,0.732939999999985,0,9
if,831.9535,832.11316,0.47910000000001673,0,9
you,832.11316,832.2729,0.15966000000003078,0,9
wanna,832.2729,832.5922,0.15974000000005617,0,9
work,832.5922,832.7519,0.31929999999999836,0,9
and,832.7519,832.9116,0.1596999999999298,0,9
that's,832.9116,833.0713,0.15970000000004347,0,9
how,833.0713,833.1511,0.1596999999999298,0,9
you,833.1511,833.3108,0.07980000000009113,0,9
wanna,833.3108,833.47046,0.1596999999999298,0,9
use,833.47046,833.6302,0.15966000000003078,0,9
your,833.6302,833.8697,0.15973999999994248,0,9
medical,833.8697,834.189,0.23950000000002092,0,9
by,834.189,834.34875,0.31929999999999836,0,9
all,834.34875,834.58826,0.15975000000003092,0,9
means,834.58826,834.7479,0.23950999999999567,0,9
you're,835.4665,835.5464,0.8782400000000052,0,9
more,835.5464,835.70605,0.07989999999995234,0,9
than,835.70605,835.8657,0.15965000000005602,0,9
welcome,835.8657,836.18506,0.15964999999994234,0,9
to,836.18506,836.3448,0.31936000000007425,0,9
but,836.50446,836.9835,0.31939999999997326,0,9
you,836.9835,837.223,0.47904000000005453,0,9
could,837.223,837.4625,0.23949999999990723,0,9
be,837.4625,837.7819,0.23950000000002092,0,9
you,837.86176,838.0214,0.3992600000000266,0,9
know,838.0214,838.10126,0.15963999999996759,0,9
tan,838.3408,838.5803,0.31939999999997326,0,9
on,838.5803,838.66016,0.23950000000002092,0,9
a,838.66016,838.8198,0.07986000000005333,0,9
beach,838.8198,838.97955,0.15963999999996759,0,9
somewhere,838.97955,839.3787,0.15975000000003092,0,9
and,839.3787,839.5384,0.39914999999996326,0,9
you,839.5384,839.6981,0.15970000000004347,0,9
would,839.6981,839.77795,0.1596999999999298,0,9
be,839.77795,839.9376,0.07985000000007858,0,9
getting,839.9376,840.1771,0.15964999999994234,0,9
paid,840.1771,840.4167,0.23950000000002092,0,9
ten,840.4167,840.6562,0.23959999999999582,0,9
thousand,840.6562,840.89575,0.23950000000002092,0,9
a,840.89575,840.9756,0.23955000000000837,0,9
month,840.9756,841.4756,0.0798499999999649,0,9
by,841.5344,841.69415,0.5588000000000193,0,9
the,841.69415,841.8538,0.15975000000003092,0,9
university,841.8538,842.3329,0.15964999999994234,0,9
for,842.3329,842.5724,0.47910000000001673,0,9
that,842.5724,842.6522,0.23950000000002092,0,9
so,844.4886,844.8079,1.9162000000000035,0,9
what,844.8079,845.0475,0.31929999999999836,0,9
number,845.0475,845.20715,0.23959999999999582,0,9
are,845.20715,845.3668,0.15964999999994234,0,9
you,845.3668,845.44666,0.15965000000005602,0,9
thinking,845.44666,845.8459,0.07985999999993965,0,9
about,845.8459,846.00555,0.3992400000000771,0,9
so,878.1259,878.3651,32.27999999999997,1,10
unfortunately,878.84357,879.34357,0.7176699999999983,0,10
so,880.6776,880.7574,1.8340299999999843,0,10
unfortunately,881.07635,881.57635,0.39875000000006366,0,10
the,881.8737,882.27246,0.7973499999999376,0,10
university's,882.27246,882.77246,0.3987600000000384,0,10
kind,883.0698,883.2293,0.7973399999999629,0,10
of,883.2293,883.3888,0.15949999999998,0,10
analysts,883.3888,883.86725,0.15949999999998,0,10
and,883.86725,884.02673,0.4784500000000662,0,10
evaluator,884.02673,884.52673,0.1594800000000305,0,10
only,884.82416,885.32416,0.797429999999963,0,10
value,885.94055,886.33923,1.116390000000024,0,10
ip,886.6582,887.0569,0.7176499999999351,0,10
portfolio,887.0569,887.4556,0.3987000000000762,0,10
around,887.4556,887.77454,0.39869999999996253,0,10
two,887.77454,887.934,0.3189399999999978,0,10
hundred,887.934,888.33276,0.1594599999999673,0,10
thousand,888.33276,888.65173,0.3987600000000384,0,10
however,890.345,890.825,2.01224000000002,0,10
we're,891.065,891.305,0.7200000000000273,0,10
willing,891.305,891.545,0.2399999999998954,0,10
to,891.545,891.785,0.2400000000000091,0,10
work,891.785,892.025,0.2400000000000091,0,10
with,892.025,892.265,0.2400000000000091,0,10
you,892.265,892.585,0.2400000000000091,0,10
to,892.585,892.745,0.32000000000005,0,10
kind,892.745,892.90497,0.15999999999996817,0,10
