Word,Start Time,End Time,start_time_diff,ClusterID,SegmentID,SourceFile,Speaker,Backchannel,Overlap,Turn,Contest
to,456.29758,456.6955,0.1591499999999541,0,4,1716395083742-d5bd0f20-31de-4980-8491-4769a26f28e9-cam-audio-1716395084729,B,0,0,24,uncontested
discuss,456.6955,457.09338,0.3979199999999991,0,4,1716395083742-d5bd0f20-31de-4980-8491-4769a26f28e9-cam-audio-1716395084729,B,0,0,24,uncontested
options,457.09338,457.4117,0.3978800000000433,0,4,1716395083742-d5bd0f20-31de-4980-8491-4769a26f28e9-cam-audio-1716395084729,B,0,0,24,uncontested
for,457.4117,457.9117,0.3183199999999715,0,4,1716395083742-d5bd0f20-31de-4980-8491-4769a26f28e9-cam-audio-1716395084729,B,0,0,24,uncontested
decreasing,457.96878,458.3667,0.5570799999999849,0,4,1716395083742-d5bd0f20-31de-4980-8491-4769a26f28e9-cam-audio-1716395084729,B,0,0,24,uncontested
your,458.3667,458.52585,0.3979199999999991,0,4,1716395083742-d5bd0f20-31de-4980-8491-4769a26f28e9-cam-audio-1716395084729,B,0,0,24,uncontested
workload,458.52585,459.00333,0.159150000000011,0,4,1716395083742-d5bd0f20-31de-4980-8491-4769a26f28e9-cam-audio-1716395084729,B,0,0,24,uncontested
while,459.00333,459.1625,0.4774800000000141,0,4,1716395083742-d5bd0f20-31de-4980-8491-4769a26f28e9-cam-audio-1716395084729,B,0,0,24,uncontested
you're,459.1625,459.32166,0.1591700000000173,0,4,1716395083742-d5bd0f20-31de-4980-8491-4769a26f28e9-cam-audio-1716395084729,B,0,0,24,uncontested
just,459.2002,459.255,3.739570000000015,0,5,1716395083742-f7b8be61-b042-4877-bcce-3f228c060c0e-cam-audio-1716395084728,A,0,1,Overlap_24,uncontested
here,459.32166,459.5604,0.1591599999999857,0,4,1716395083742-d5bd0f20-31de-4980-8491-4769a26f28e9-cam-audio-1716395084729,B,0,0,24,uncontested
in,459.5604,459.71957,0.238740000000007,0,4,1716395083742-d5bd0f20-31de-4980-8491-4769a26f28e9-cam-audio-1716395084729,B,0,0,24,uncontested
order,459.71957,459.87872,0.1591699999999605,0,4,1716395083742-d5bd0f20-31de-4980-8491-4769a26f28e9-cam-audio-1716395084729,B,0,0,24,uncontested
to,459.87872,460.03787,0.159150000000011,0,4,1716395083742-d5bd0f20-31de-4980-8491-4769a26f28e9-cam-audio-1716395084729,B,0,0,24,uncontested
be,460.03787,460.11746,0.159150000000011,0,4,1716395083742-d5bd0f20-31de-4980-8491-4769a26f28e9-cam-audio-1716395084729,B,0,0,24,uncontested
able,460.11746,460.3562,0.079589999999996,0,4,1716395083742-d5bd0f20-31de-4980-8491-4769a26f28e9-cam-audio-1716395084729,B,0,0,24,uncontested
to,460.3562,460.67453,0.238740000000007,0,4,1716395083742-d5bd0f20-31de-4980-8491-4769a26f28e9-cam-audio-1716395084729,B,0,0,24,uncontested
support,460.67453,460.83368,0.3183300000000031,0,4,1716395083742-d5bd0f20-31de-4980-8491-4769a26f28e9-cam-audio-1716395084729,B,0,0,24,uncontested
your,460.83368,461.07245,0.159150000000011,0,4,1716395083742-d5bd0f20-31de-4980-8491-4769a26f28e9-cam-audio-1716395084729,B,0,0,24,uncontested
health,461.07245,461.2316,0.2387699999999881,0,4,1716395083742-d5bd0f20-31de-4980-8491-4769a26f28e9-cam-audio-1716395084729,B,0,0,24,uncontested
and,461.2316,461.70908,0.159150000000011,0,4,1716395083742-d5bd0f20-31de-4980-8491-4769a26f28e9-cam-audio-1716395084729,B,0,0,24,uncontested
longevity,461.70908,462.18655,0.4774799999999572,0,4,1716395083742-d5bd0f20-31de-4980-8491-4769a26f28e9-cam-audio-1716395084729,B,0,0,24,uncontested
better,462.18655,462.34573,0.4774700000000393,0,4,1716395083742-d5bd0f20-31de-4980-8491-4769a26f28e9-cam-audio-1716395084729,B,0,0,24,uncontested
so,462.98236,463.45987,0.7958100000000172,0,4,1716395083742-d5bd0f20-31de-4980-8491-4769a26f28e9-cam-audio-1716395084729,B,0,0,24,uncontested
maybe,463.45987,463.85776,0.4775099999999952,0,4,1716395083742-d5bd0f20-31de-4980-8491-4769a26f28e9-cam-audio-1716395084729,B,0,0,24,uncontested
we,463.85776,463.93735,0.3978899999999612,0,4,1716395083742-d5bd0f20-31de-4980-8491-4769a26f28e9-cam-audio-1716395084729,B,0,0,24,uncontested
can,463.93735,464.33524,0.079589999999996,0,4,1716395083742-d5bd0f20-31de-4980-8491-4769a26f28e9-cam-audio-1716395084729,B,0,0,24,uncontested
get,464.33524,464.49442,0.397890000000018,0,4,1716395083742-d5bd0f20-31de-4980-8491-4769a26f28e9-cam-audio-1716395084729,B,0,0,24,uncontested
you,464.49442,464.65356,0.1591799999999921,0,4,1716395083742-d5bd0f20-31de-4980-8491-4769a26f28e9-cam-audio-1716395084729,B,0,0,24,uncontested
set,464.65356,464.81274,0.1591400000000362,0,4,1716395083742-d5bd0f20-31de-4980-8491-4769a26f28e9-cam-audio-1716395084729,B,0,0,24,uncontested
up,464.81274,465.05148,0.1591799999999921,0,4,1716395083742-d5bd0f20-31de-4980-8491-4769a26f28e9-cam-audio-1716395084729,B,0,0,24,uncontested
with,465.05148,465.345,0.238740000000007,0,4,1716395083742-d5bd0f20-31de-4980-8491-4769a26f28e9-cam-audio-1716395084729,B,0,0,24,uncontested
some,465.4649,465.7047,0.4134199999999737,0,4,1716395083742-d5bd0f20-31de-4980-8491-4769a26f28e9-cam-audio-1716395084729,B,0,0,24,uncontested
more,465.7047,466.02444,0.2398000000000024,0,4,1716395083742-d5bd0f20-31de-4980-8491-4769a26f28e9-cam-audio-1716395084729,B,0,0,24,uncontested
grad,466.02444,466.3442,0.3197400000000243,0,4,1716395083742-d5bd0f20-31de-4980-8491-4769a26f28e9-cam-audio-1716395084729,B,0,0,24,uncontested
students,466.3442,466.74387,0.3197599999999738,0,4,1716395083742-d5bd0f20-31de-4980-8491-4769a26f28e9-cam-audio-1716395084729,B,0,0,24,uncontested
who,466.74387,466.90375,0.3996700000000146,0,4,1716395083742-d5bd0f20-31de-4980-8491-4769a26f28e9-cam-audio-1716395084729,B,0,0,24,uncontested
you,466.90375,467.14355,0.1598799999999869,0,4,1716395083742-d5bd0f20-31de-4980-8491-4769a26f28e9-cam-audio-1716395084729,B,0,0,24,uncontested
don't,467.14355,467.3034,0.2398000000000024,0,4,1716395083742-d5bd0f20-31de-4980-8491-4769a26f28e9-cam-audio-1716395084729,B,0,0,24,uncontested
have,467.3034,467.38336,0.1598500000000058,0,4,1716395083742-d5bd0f20-31de-4980-8491-4769a26f28e9-cam-audio-1716395084729,B,0,0,24,uncontested
to,467.38336,467.62317,0.0799599999999713,0,4,1716395083742-d5bd0f20-31de-4980-8491-4769a26f28e9-cam-audio-1716395084729,B,0,0,24,uncontested
pay,467.62317,467.86298,0.239810000000034,0,4,1716395083742-d5bd0f20-31de-4980-8491-4769a26f28e9-cam-audio-1716395084729,B,0,0,24,uncontested
for,467.86298,468.10278,0.2398099999999772,0,4,1716395083742-d5bd0f20-31de-4980-8491-4769a26f28e9-cam-audio-1716395084729,B,0,0,24,uncontested
you,469.22186,469.38174,1.3588799999999992,0,4,1716395083742-d5bd0f20-31de-4980-8491-4769a26f28e9-cam-audio-1716395084729,B,0,0,24,uncontested
you,469.38174,469.54163,0.1598799999999869,0,4,1716395083742-d5bd0f20-31de-4980-8491-4769a26f28e9-cam-audio-1716395084729,B,0,0,24,uncontested
you,469.78143,469.86136,0.399690000000021,0,4,1716395083742-d5bd0f20-31de-4980-8491-4769a26f28e9-cam-audio-1716395084729,B,0,0,24,uncontested
don't,469.86136,470.10117,0.0799299999999902,0,4,1716395083742-d5bd0f20-31de-4980-8491-4769a26f28e9-cam-audio-1716395084729,B,0,0,24,uncontested
need,470.10117,470.26105,0.239810000000034,0,4,1716395083742-d5bd0f20-31de-4980-8491-4769a26f28e9-cam-audio-1716395084729,B,0,0,24,uncontested
to,470.26105,470.34097,0.1598799999999869,0,4,1716395083742-d5bd0f20-31de-4980-8491-4769a26f28e9-cam-audio-1716395084729,B,0,0,24,uncontested
use,470.34097,470.58078,0.0799200000000155,0,4,1716395083742-d5bd0f20-31de-4980-8491-4769a26f28e9-cam-audio-1716395084729,B,0,0,24,uncontested
your,470.58078,470.74066,0.2398099999999772,0,4,1716395083742-d5bd0f20-31de-4980-8491-4769a26f28e9-cam-audio-1716395084729,B,0,0,24,uncontested
own,470.74066,471.0604,0.1598799999999869,0,4,1716395083742-d5bd0f20-31de-4980-8491-4769a26f28e9-cam-audio-1716395084729,B,0,0,24,uncontested
funding,471.0604,471.38013,0.3197400000000243,0,4,1716395083742-d5bd0f20-31de-4980-8491-4769a26f28e9-cam-audio-1716395084729,B,0,0,24,uncontested
to,471.38013,471.54,0.3197299999999927,0,4,1716395083742-d5bd0f20-31de-4980-8491-4769a26f28e9-cam-audio-1716395084729,B,0,0,24,uncontested
pay,471.54,471.69986,0.1598700000000121,0,4,1716395083742-d5bd0f20-31de-4980-8491-4769a26f28e9-cam-audio-1716395084729,B,0,0,24,uncontested
for,471.69986,471.77982,0.1598599999999805,0,4,1716395083742-d5bd0f20-31de-4980-8491-4769a26f28e9-cam-audio-1716395084729,B,0,0,24,uncontested
those,471.77982,472.01962,0.0799599999999713,0,4,1716395083742-d5bd0f20-31de-4980-8491-4769a26f28e9-cam-audio-1716395084729,B,0,0,24,uncontested
grad,472.01962,472.25943,0.2398000000000024,0,4,1716395083742-d5bd0f20-31de-4980-8491-4769a26f28e9-cam-audio-1716395084729,B,0,0,24,uncontested
students,472.25943,472.6591,0.239810000000034,0,4,1716395083742-d5bd0f20-31de-4980-8491-4769a26f28e9-cam-audio-1716395084729,B,0,0,24,uncontested
and,472.6591,472.81897,0.3996700000000146,0,4,1716395083742-d5bd0f20-31de-4980-8491-4769a26f28e9-cam-audio-1716395084729,B,0,0,24,uncontested
they,472.81897,472.97885,0.1598699999999553,0,4,1716395083742-d5bd0f20-31de-4980-8491-4769a26f28e9-cam-audio-1716395084729,B,0,0,24,uncontested
can,472.97885,473.21866,0.1598800000000437,0,4,1716395083742-d5bd0f20-31de-4980-8491-4769a26f28e9-cam-audio-1716395084729,B,0,0,24,uncontested
help,473.21866,473.71866,0.2398099999999772,0,4,1716395083742-d5bd0f20-31de-4980-8491-4769a26f28e9-cam-audio-1716395084729,B,0,0,24,uncontested
with,474.018,474.17786,0.7993399999999724,0,4,1716395083742-d5bd0f20-31de-4980-8491-4769a26f28e9-cam-audio-1716395084729,B,0,0,24,uncontested
your,474.17786,474.57755,0.1598600000000374,0,4,1716395083742-d5bd0f20-31de-4980-8491-4769a26f28e9-cam-audio-1716395084729,B,0,0,24,uncontested
research,474.57755,474.81735,0.3996899999999641,0,4,1716395083742-d5bd0f20-31de-4980-8491-4769a26f28e9-cam-audio-1716395084729,B,0,0,24,uncontested
and,474.81735,474.97723,0.2398000000000024,0,4,1716395083742-d5bd0f20-31de-4980-8491-4769a26f28e9-cam-audio-1716395084729,B,0,0,24,uncontested
with,474.97723,475.21704,0.1598800000000437,0,4,1716395083742-d5bd0f20-31de-4980-8491-4769a26f28e9-cam-audio-1716395084729,B,0,0,24,uncontested
your,475.21704,475.3769,0.2398099999999772,0,4,1716395083742-d5bd0f20-31de-4980-8491-4769a26f28e9-cam-audio-1716395084729,B,0,0,24,uncontested
grading,475.3769,475.77658,0.1598599999999805,0,4,1716395083742-d5bd0f20-31de-4980-8491-4769a26f28e9-cam-audio-1716395084729,B,0,0,24,uncontested
as,475.77658,475.93646,0.3996800000000462,0,4,1716395083742-d5bd0f20-31de-4980-8491-4769a26f28e9-cam-audio-1716395084729,B,0,0,24,uncontested
a,475.93646,476.2562,0.1598799999999869,0,4,1716395083742-d5bd0f20-31de-4980-8491-4769a26f28e9-cam-audio-1716395084729,B,0,0,24,uncontested
as,476.2562,476.33612,0.3197399999999675,0,4,1716395083742-d5bd0f20-31de-4980-8491-4769a26f28e9-cam-audio-1716395084729,B,0,0,24,uncontested
a,476.33612,476.81573,0.0799200000000155,0,4,1716395083742-d5bd0f20-31de-4980-8491-4769a26f28e9-cam-audio-1716395084729,B,0,0,24,uncontested
faculty,476.81573,477.31573,0.4796099999999796,0,4,1716395083742-d5bd0f20-31de-4980-8491-4769a26f28e9-cam-audio-1716395084729,B,0,0,24,uncontested
here,477.3753,477.53516,0.5595700000000079,0,4,1716395083742-d5bd0f20-31de-4980-8491-4769a26f28e9-cam-audio-1716395084729,B,0,0,24,uncontested
in,478.58875,478.7485,1.213450000000023,0,4,1716395083742-d5bd0f20-31de-4980-8491-4769a26f28e9-cam-audio-1716395084729,B,0,0,24,uncontested
order,478.7485,478.98813,0.159749999999974,0,4,1716395083742-d5bd0f20-31de-4980-8491-4769a26f28e9-cam-audio-1716395084729,B,0,0,24,uncontested
to,478.98813,479.30765,0.2396300000000337,0,4,1716395083742-d5bd0f20-31de-4980-8491-4769a26f28e9-cam-audio-1716395084729,B,0,0,24,uncontested
decrease,479.30765,479.4674,0.3195200000000113,0,4,1716395083742-d5bd0f20-31de-4980-8491-4769a26f28e9-cam-audio-1716395084729,B,0,0,24,uncontested
your,479.4674,479.70706,0.159749999999974,0,4,1716395083742-d5bd0f20-31de-4980-8491-4769a26f28e9-cam-audio-1716395084729,B,0,0,24,uncontested
workload,479.70706,480.10645,0.2396600000000148,0,4,1716395083742-d5bd0f20-31de-4980-8491-4769a26f28e9-cam-audio-1716395084729,B,0,0,24,uncontested
would,480.74548,480.90524,1.0384199999999737,0,4,1716395083742-d5bd0f20-31de-4980-8491-4769a26f28e9-cam-audio-1716395084729,B,0,0,24,uncontested
that,480.90524,481.14487,0.1597600000000056,0,4,1716395083742-d5bd0f20-31de-4980-8491-4769a26f28e9-cam-audio-1716395084729,B,0,0,24,uncontested
be,481.14487,481.38452,0.2396300000000337,0,4,1716395083742-d5bd0f20-31de-4980-8491-4769a26f28e9-cam-audio-1716395084729,B,0,0,24,uncontested
reasonable,481.38452,481.8638,0.2396499999999832,0,4,1716395083742-d5bd0f20-31de-4980-8491-4769a26f28e9-cam-audio-1716395084729,B,0,0,24,uncontested
would,482.26318,482.42294,0.878659999999968,0,4,1716395083742-d5bd0f20-31de-4980-8491-4769a26f28e9-cam-audio-1716395084729,B,0,0,24,uncontested
that,482.42294,482.50284,0.1597600000000056,0,4,1716395083742-d5bd0f20-31de-4980-8491-4769a26f28e9-cam-audio-1716395084729,B,0,0,24,uncontested
would,482.6626,482.74246,0.2396600000000148,0,4,1716395083742-d5bd0f20-31de-4980-8491-4769a26f28e9-cam-audio-1716395084729,B,0,0,24,uncontested
that,482.74246,482.82236,0.0798599999999964,0,4,1716395083742-d5bd0f20-31de-4980-8491-4769a26f28e9-cam-audio-1716395084729,B,0,0,24,uncontested
sorry,483.06198,483.14188,0.3195200000000113,0,4,1716395083742-d5bd0f20-31de-4980-8491-4769a26f28e9-cam-audio-1716395084729,B,0,0,24,uncontested
would,483.30164,483.4614,0.2396600000000148,0,4,1716395083742-d5bd0f20-31de-4980-8491-4769a26f28e9-cam-audio-1716395084729,B,0,0,24,uncontested
that,483.4614,483.70102,0.1597600000000056,0,4,1716395083742-d5bd0f20-31de-4980-8491-4769a26f28e9-cam-audio-1716395084729,B,0,0,24,uncontested
be,483.70102,483.7809,0.2396200000000021,0,4,1716395083742-d5bd0f20-31de-4980-8491-4769a26f28e9-cam-audio-1716395084729,B,0,0,24,uncontested
like,483.86078,483.94067,0.1597599999999488,0,4,1716395083742-d5bd0f20-31de-4980-8491-4769a26f28e9-cam-audio-1716395084729,B,0,0,24,uncontested
helpful,484.10043,484.5797,0.2396500000000401,0,4,1716395083742-d5bd0f20-31de-4980-8491-4769a26f28e9-cam-audio-1716395084729,B,0,0,24,uncontested
for,484.5797,484.73947,0.4792699999999854,0,4,1716395083742-d5bd0f20-31de-4980-8491-4769a26f28e9-cam-audio-1716395084729,B,0,0,24,uncontested
you,484.73947,484.89923,0.1597699999999804,0,4,1716395083742-d5bd0f20-31de-4980-8491-4769a26f28e9-cam-audio-1716395084729,B,0,0,24,uncontested
so,487.72296,488.12268,28.522760000000005,1,6,1716395083742-f7b8be61-b042-4877-bcce-3f228c060c0e-cam-audio-1716395084728,A,0,0,25,uncontested
what,488.12268,488.52237,0.3997200000000021,0,6,1716395083742-f7b8be61-b042-4877-bcce-3f228c060c0e-cam-audio-1716395084728,A,0,0,25,uncontested
benefits,489.002,489.48166,0.879320000000007,0,6,1716395083742-f7b8be61-b042-4877-bcce-3f228c060c0e-cam-audio-1716395084728,A,0,0,25,uncontested
with,489.48166,489.7215,0.4796599999999671,0,6,1716395083742-f7b8be61-b042-4877-bcce-3f228c060c0e-cam-audio-1716395084728,A,0,0,25,uncontested
these,489.7215,490.04126,0.2398400000000151,0,6,1716395083742-f7b8be61-b042-4877-bcce-3f228c060c0e-cam-audio-1716395084728,A,0,0,25,uncontested
grad,490.04126,490.36102,0.3197600000000307,0,6,1716395083742-f7b8be61-b042-4877-bcce-3f228c060c0e-cam-audio-1716395084728,A,0,0,25,uncontested
students,490.36102,490.84067,0.3197599999999738,0,6,1716395083742-f7b8be61-b042-4877-bcce-3f228c060c0e-cam-audio-1716395084728,A,0,0,25,uncontested
like,491.00055,491.0805,0.6395299999999793,0,6,1716395083742-f7b8be61-b042-4877-bcce-3f228c060c0e-cam-audio-1716395084728,A,0,0,25,uncontested
be,491.3203,491.40027,0.3197499999999991,0,6,1716395083742-f7b8be61-b042-4877-bcce-3f228c060c0e-cam-audio-1716395084728,A,0,0,25,uncontested
able,491.40027,491.64008,0.0799700000000029,0,6,1716395083742-f7b8be61-b042-4877-bcce-3f228c060c0e-cam-audio-1716395084728,A,0,0,25,uncontested
to,491.64008,491.95984,0.239810000000034,0,6,1716395083742-f7b8be61-b042-4877-bcce-3f228c060c0e-cam-audio-1716395084728,A,0,0,25,uncontested
provide,491.95984,492.35956,0.3197599999999738,0,6,1716395083742-f7b8be61-b042-4877-bcce-3f228c060c0e-cam-audio-1716395084728,A,0,0,25,uncontested
in,492.35956,492.51944,0.3997200000000021,0,6,1716395083742-f7b8be61-b042-4877-bcce-3f228c060c0e-cam-audio-1716395084728,A,0,0,25,uncontested
in,492.51944,492.8392,0.1598799999999869,0,6,1716395083742-f7b8be61-b042-4877-bcce-3f228c060c0e-cam-audio-1716395084728,A,0,0,25,uncontested
addition,492.8392,492.91913,0.3197600000000307,0,6,1716395083742-f7b8be61-b042-4877-bcce-3f228c060c0e-cam-audio-1716395084728,A,0,0,25,uncontested
how,493.15897,493.31885,0.3197700000000054,0,6,1716395083742-f7b8be61-b042-4877-bcce-3f228c060c0e-cam-audio-1716395084728,A,0,0,25,uncontested
can,493.31885,493.3988,0.1598799999999869,0,6,1716395083742-f7b8be61-b042-4877-bcce-3f228c060c0e-cam-audio-1716395084728,A,0,0,25,uncontested
i,493.5587,493.7985,0.2398499999999899,0,6,1716395083742-f7b8be61-b042-4877-bcce-3f228c060c0e-cam-audio-1716395084728,A,0,0,25,uncontested
assure,493.7985,494.2985,0.2398000000000024,0,6,1716395083742-f7b8be61-b042-4877-bcce-3f228c060c0e-cam-audio-1716395084728,A,0,0,25,uncontested
that,494.51797,494.75778,0.7194700000000012,0,6,1716395083742-f7b8be61-b042-4877-bcce-3f228c060c0e-cam-audio-1716395084728,A,0,0,25,uncontested
they,494.75778,495.23743,0.239810000000034,0,6,1716395083742-f7b8be61-b042-4877-bcce-3f228c060c0e-cam-audio-1716395084728,A,0,0,25,uncontested
would,495.23743,495.47726,0.4796499999999923,0,6,1716395083742-f7b8be61-b042-4877-bcce-3f228c060c0e-cam-audio-1716395084728,A,0,0,25,uncontested
be,495.47726,495.71707,0.2398299999999835,0,6,1716395083742-f7b8be61-b042-4877-bcce-3f228c060c0e-cam-audio-1716395084728,A,0,0,25,uncontested
able,495.71707,496.1168,0.2398099999999772,0,6,1716395083742-f7b8be61-b042-4877-bcce-3f228c060c0e-cam-audio-1716395084728,A,0,0,25,uncontested
to,496.1168,496.27667,0.3997300000000336,0,6,1716395083742-f7b8be61-b042-4877-bcce-3f228c060c0e-cam-audio-1716395084728,A,0,0,25,uncontested
like,496.43655,496.59644,0.3197499999999991,0,6,1716395083742-f7b8be61-b042-4877-bcce-3f228c060c0e-cam-audio-1716395084728,A,0,0,25,uncontested
efficiently,497.31592,497.7156,0.8793699999999944,0,6,1716395083742-f7b8be61-b042-4877-bcce-3f228c060c0e-cam-audio-1716395084728,A,0,0,25,uncontested
keep,497.7156,497.95544,0.3996799999999894,0,6,1716395083742-f7b8be61-b042-4877-bcce-3f228c060c0e-cam-audio-1716395084728,A,0,0,25,uncontested
up,497.95544,498.19525,0.2398400000000151,0,6,1716395083742-f7b8be61-b042-4877-bcce-3f228c060c0e-cam-audio-1716395084728,A,0,0,25,uncontested
with,498.19525,498.4351,0.2398099999999772,0,6,1716395083742-f7b8be61-b042-4877-bcce-3f228c060c0e-cam-audio-1716395084728,A,0,0,25,uncontested
the,498.84912,499.16812,0.6538700000000404,0,6,1716395083742-f7b8be61-b042-4877-bcce-3f228c060c0e-cam-audio-1716395084728,A,0,0,25,uncontested
pace,499.16812,499.66812,0.31899999999996,0,6,1716395083742-f7b8be61-b042-4877-bcce-3f228c060c0e-cam-audio-1716395084728,A,0,0,25,uncontested
and,499.80612,500.12512,0.6380000000000337,0,6,1716395083742-f7b8be61-b042-4877-bcce-3f228c060c0e-cam-audio-1716395084728,A,0,0,25,uncontested
like,500.20486,500.4441,0.3987399999999752,0,6,1716395083742-f7b8be61-b042-4877-bcce-3f228c060c0e-cam-audio-1716395084728,A,0,0,25,uncontested
the,500.6036,500.84283,0.3987399999999752,0,6,1716395083742-f7b8be61-b042-4877-bcce-3f228c060c0e-cam-audio-1716395084728,A,0,0,25,uncontested
quality,500.84283,501.32135,0.2392300000000204,0,6,1716395083742-f7b8be61-b042-4877-bcce-3f228c060c0e-cam-audio-1716395084728,A,0,0,25,uncontested
of,501.32135,501.48083,0.4785200000000031,0,6,1716395083742-f7b8be61-b042-4877-bcce-3f228c060c0e-cam-audio-1716395084728,A,0,0,25,uncontested
my,501.48083,501.95932,0.1594800000000305,0,6,1716395083742-f7b8be61-b042-4877-bcce-3f228c060c0e-cam-audio-1716395084728,A,0,0,25,uncontested
research,501.95932,502.45932,0.4784899999999652,0,6,1716395083742-f7b8be61-b042-4877-bcce-3f228c060c0e-cam-audio-1716395084728,A,0,0,25,uncontested
given,502.59732,502.99606,0.6380000000000337,0,6,1716395083742-f7b8be61-b042-4877-bcce-3f228c060c0e-cam-audio-1716395084728,A,0,0,25,uncontested
that,502.99606,503.15555,0.3987399999999752,0,6,1716395083742-f7b8be61-b042-4877-bcce-3f228c060c0e-cam-audio-1716395084728,A,0,0,25,uncontested
like,503.31506,503.5543,0.3190000000000168,0,6,1716395083742-f7b8be61-b042-4877-bcce-3f228c060c0e-cam-audio-1716395084728,A,0,0,25,uncontested
like,504.27203,504.5113,0.9569699999999556,0,6,1716395083742-f7b8be61-b042-4877-bcce-3f228c060c0e-cam-audio-1716395084728,A,0,0,25,uncontested
they,505.54803,505.94678,1.2760000000000105,0,6,1716395083742-f7b8be61-b042-4877-bcce-3f228c060c0e-cam-audio-1716395084728,A,0,0,25,uncontested
may,505.94678,506.186,0.3987500000000068,0,6,1716395083742-f7b8be61-b042-4877-bcce-3f228c060c0e-cam-audio-1716395084728,A,0,0,25,uncontested
still,506.186,506.34552,0.2392199999999888,0,6,1716395083742-f7b8be61-b042-4877-bcce-3f228c060c0e-cam-audio-1716395084728,A,0,0,25,uncontested
be,506.34552,506.58475,0.1595200000000431,0,6,1716395083742-f7b8be61-b042-4877-bcce-3f228c060c0e-cam-audio-1716395084728,A,0,0,25,uncontested
in,506.58475,506.824,0.2392299999999636,0,6,1716395083742-f7b8be61-b042-4877-bcce-3f228c060c0e-cam-audio-1716395084728,A,0,0,25,uncontested
school,506.824,506.9835,0.2392500000000268,0,6,1716395083742-f7b8be61-b042-4877-bcce-3f228c060c0e-cam-audio-1716395084728,A,0,0,25,uncontested
and,506.9835,507.143,0.15949999999998,0,6,1716395083742-f7b8be61-b042-4877-bcce-3f228c060c0e-cam-audio-1716395084728,A,0,0,25,uncontested
taking,507.143,507.54175,0.15949999999998,0,6,1716395083742-f7b8be61-b042-4877-bcce-3f228c060c0e-cam-audio-1716395084728,A,0,0,25,uncontested
classes,507.54175,508.04175,0.3987500000000068,0,6,1716395083742-f7b8be61-b042-4877-bcce-3f228c060c0e-cam-audio-1716395084728,A,0,0,25,uncontested
and,508.41898,508.89746,0.8772299999999973,0,6,1716395083742-f7b8be61-b042-4877-bcce-3f228c060c0e-cam-audio-1716395084728,A,0,0,25,uncontested
how,508.89746,509.05698,0.4784800000000473,0,6,1716395083742-f7b8be61-b042-4877-bcce-3f228c060c0e-cam-audio-1716395084728,A,0,0,25,uncontested
can,509.05698,509.13672,0.1595199999999863,0,6,1716395083742-f7b8be61-b042-4877-bcce-3f228c060c0e-cam-audio-1716395084728,A,0,0,25,uncontested
i,509.2962,509.53546,0.2392199999999888,0,6,1716395083742-f7b8be61-b042-4877-bcce-3f228c060c0e-cam-audio-1716395084728,A,0,0,25,uncontested
ensure,509.53546,509.9342,0.2392600000000015,0,6,1716395083742-f7b8be61-b042-4877-bcce-3f228c060c0e-cam-audio-1716395084728,A,0,0,25,uncontested
that,509.9342,510.17346,0.3987399999999752,0,6,1716395083742-f7b8be61-b042-4877-bcce-3f228c060c0e-cam-audio-1716395084728,A,0,0,25,uncontested
it's,510.17346,510.4127,0.2392600000000015,0,6,1716395083742-f7b8be61-b042-4877-bcce-3f228c060c0e-cam-audio-1716395084728,A,0,0,25,uncontested
not,510.4127,510.5722,0.2392399999999952,0,6,1716395083742-f7b8be61-b042-4877-bcce-3f228c060c0e-cam-audio-1716395084728,A,0,0,25,uncontested
going,510.5722,510.7317,0.1595000000000368,0,6,1716395083742-f7b8be61-b042-4877-bcce-3f228c060c0e-cam-audio-1716395084728,A,0,0,25,uncontested
to,510.7317,510.97095,0.15949999999998,0,6,1716395083742-f7b8be61-b042-4877-bcce-3f228c060c0e-cam-audio-1716395084728,A,0,0,25,uncontested
take,510.97095,511.21017,0.2392500000000268,0,6,1716395083742-f7b8be61-b042-4877-bcce-3f228c060c0e-cam-audio-1716395084728,A,0,0,25,uncontested
away,511.21017,511.44943,0.2392199999999888,0,6,1716395083742-f7b8be61-b042-4877-bcce-3f228c060c0e-cam-audio-1716395084728,A,0,0,25,uncontested
from,511.44943,511.6887,0.2392600000000015,0,6,1716395083742-f7b8be61-b042-4877-bcce-3f228c060c0e-cam-audio-1716395084728,A,0,0,25,uncontested
my,511.6887,512.0874,0.2392699999999763,0,6,1716395083742-f7b8be61-b042-4877-bcce-3f228c060c0e-cam-audio-1716395084728,A,0,0,25,uncontested
time,512.0874,512.32666,0.3987000000000193,0,6,1716395083742-f7b8be61-b042-4877-bcce-3f228c060c0e-cam-audio-1716395084728,A,0,0,25,uncontested
of,512.32666,512.6456,0.2392599999999447,0,6,1716395083742-f7b8be61-b042-4877-bcce-3f228c060c0e-cam-audio-1716395084728,A,0,0,25,uncontested
effectively,512.6456,513.12415,0.3189399999999978,0,6,1716395083742-f7b8be61-b042-4877-bcce-3f228c060c0e-cam-audio-1716395084728,A,0,0,25,uncontested
like,513.2039,513.2836,0.5583000000000311,0,6,1716395083742-f7b8be61-b042-4877-bcce-3f228c060c0e-cam-audio-1716395084728,A,0,0,25,uncontested
researching,513.60266,514.0811,0.3987600000000384,0,6,1716395083742-f7b8be61-b042-4877-bcce-3f228c060c0e-cam-audio-1716395084728,A,0,0,25,uncontested
