Pair_Speaker_turn,PairID,Speaker_turn,PersonID,Turn_Boundary,Turn Start,Turn End
20240522_1325_S3WBLM3BJQ16_B_35,20240522_1325_S3WBLM3BJQ16,B_35,1716394769130-5bc07473-1810-4da7-a57d-d89e4923478b-cam-audio-1716394770093,0.6044557420940567,0.6075707075164487,0.6076327847095554
20240522_1325_S3WBLM3BJQ16_A_36,20240522_1325_S3WBLM3BJQ16,A_36,1716394769130-de740010-7216-427a-8b54-ab5bb6079688-cam-audio-1716394770094,0.6991690971469343,0.7820499044164109,0.7907674867774199
20240522_1325_S3WBLM3BJQ16_B_36,20240522_1325_S3WBLM3BJQ16,B_36,1716394769130-5bc07473-1810-4da7-a57d-d89e4923478b-cam-audio-1716394770093,0.7851143068905668,0.7883023900687752,0.7881787093647229
20240522_1325_S3WBLM3BJQ16_Both_36,20240522_1325_S3WBLM3BJQ16,Both_36,1716394769130-5bc07473-1810-4da7-a57d-d89e4923478b-cam-audio-1716394770093,0.789509205104244,0.7908382038648929,0.7907160201397128
20240522_1325_S3WBLM3BJQ16_B_37,20240522_1325_S3WBLM3BJQ16,B_37,1716394769130-5bc07473-1810-4da7-a57d-d89e4923478b-cam-audio-1716394770093,0.798232319281003,0.7911332846714346,0.805626434697113
20240522_1325_S3WBLM3BJQ16_A_38,20240522_1325_S3WBLM3BJQ16,A_38,1716394769130-de740010-7216-427a-8b54-ab5bb6079688-cam-audio-1716394770094,0.8050973354311514,0.8160850963620032,0.8190613861908681
20240522_1325_S3WBLM3BJQ16_B_39,20240522_1325_S3WBLM3BJQ16,B_39,1716394769130-5bc07473-1810-4da7-a57d-d89e4923478b-cam-audio-1716394770093,0.8344147342739558,0.8256752410171616,0.8527443721859085
20240522_1325_S3WBLM3BJQ16_A_40,20240522_1325_S3WBLM3BJQ16,A_40,1716394769130-de740010-7216-427a-8b54-ab5bb6079688-cam-audio-1716394770094,0.8492637100156886,0.8571756150643585,0.8728521790142155
20240522_1325_S3WBLM3BJQ16_B_41,20240522_1325_S3WBLM3BJQ16,B_41,1716394769130-5bc07473-1810-4da7-a57d-d89e4923478b-cam-audio-1716394770093,0.8751500289717706,0.876549440498666,0.8931244428791829
20240522_1325_S3WBLM3BJQ16_A_42,20240522_1325_S3WBLM3BJQ16,A_42,1716394769130-de740010-7216-427a-8b54-ab5bb6079688-cam-audio-1716394770094,0.9052782205896606,0.8956564759987589,0.9340070006806552
20240522_1325_S3WBLM3BJQ16_B_42,20240522_1325_S3WBLM3BJQ16,B_42,1716394769130-5bc07473-1810-4da7-a57d-d89e4923478b-cam-audio-1716394770093,0.9128801950371932,0.902454344751814,0.9301039140756272
20240522_1325_S3WBLM3BJQ16_Both_42,20240522_1325_S3WBLM3BJQ16,Both_42,1716394769130-de740010-7216-427a-8b54-ab5bb6079688-cam-audio-1716394770094,0.9030850137352094,0.9028859557590329,0.9037156827186048
20240522_1325_S3WBLM3BJQ16_B_43,20240522_1325_S3WBLM3BJQ16,B_43,1716394769130-5bc07473-1810-4da7-a57d-d89e4923478b-cam-audio-1716394770093,0.9197396276988444,0.9358844735035924,0.9365836541847924
20240522_1325_S3WBLM3BJQ16_A_44,20240522_1325_S3WBLM3BJQ16,A_44,1716394769130-de740010-7216-427a-8b54-ab5bb6079688-cam-audio-1716394770094,0.9405612104472512,0.9414413983672866,0.94523794739091
20240522_1325_S3WBLM3BJQ16_Both_44,20240522_1325_S3WBLM3BJQ16,Both_44,1716394769130-5bc07473-1810-4da7-a57d-d89e4923478b-cam-audio-1716394770093,0.943781632711685,0.9455640460856836,0.9461218670560836
20240522_1325_S3WBLM3BJQ16_B_45,20240522_1325_S3WBLM3BJQ16,B_45,1716394769130-5bc07473-1810-4da7-a57d-d89e4923478b-cam-audio-1716394770093,0.960790705072445,0.9475567636573612,0.9657107447632144
20240522_1325_S3WBLM3BJQ16_A_45,20240522_1325_S3WBLM3BJQ16,A_45,1716394769130-de740010-7216-427a-8b54-ab5bb6079688-cam-audio-1716394770094,0.950982942843254,0.9558706653816758,0.9564733229262096
20240522_1325_S3WBLM3BJQ16_A_46,20240522_1325_S3WBLM3BJQ16,A_46,1716394769130-de740010-7216-427a-8b54-ab5bb6079688-cam-audio-1716394770094,0.972988759230084,0.9678182474853976,0.9984207548028068
20240522_1325_S3WBLM3BJQ16_B_46,20240522_1325_S3WBLM3BJQ16,B_46,1716394769130-5bc07473-1810-4da7-a57d-d89e4923478b-cam-audio-1716394770093,0.9789121819386596,0.9748388284771902,0.9900061163919212
20240522_1325_S3WBLM3BJQ16_Both_46,20240522_1325_S3WBLM3BJQ16,Both_46,1716394769130-5bc07473-1810-4da7-a57d-d89e4923478b-cam-audio-1716394770093,0.983389460249474,0.9776640427743236,0.9919400920217576
20240522_1325_S3WBLM3BJQ16_B_47,20240522_1325_S3WBLM3BJQ16,B_47,1716394769130-5bc07473-1810-4da7-a57d-d89e4923478b-cam-audio-1716394770093,0.9885958645291764,1.0,1.0
20240522_1325_S3WBLMW3QQXC_B_1,20240522_1325_S3WBLMW3QQXC,B_1,1716396830476-94efdc3a-3f86-41c3-bf7a-fb60f737a28a-cam-audio-1716396831425,0.0,0.0,0.0
20240522_1325_S3WBLMW3QQXC_A_2,20240522_1325_S3WBLMW3QQXC,A_2,1716396830476-6da5a1b9-8cc7-4071-917d-7fe090c4fdb4-cam-audio-1716396836050,0.0390008904926447,0.0193809322917733,0.0780017809852894
20240522_1325_S3WBLMW3QQXC_B_2,20240522_1325_S3WBLMW3QQXC,B_2,1716396830476-94efdc3a-3f86-41c3-bf7a-fb60f737a28a-cam-audio-1716396831425,0.0247728752148365,0.030166095740623,0.0301648181378998
20240522_1325_S3WBLMW3QQXC_B_3,20240522_1325_S3WBLMW3QQXC,B_3,1716396830476-94efdc3a-3f86-41c3-bf7a-fb60f737a28a-cam-audio-1716396831425,0.0679705809709451,0.0921005737534193,0.1057750662012673
20240522_1325_S3WBLMW3QQXC_A_4,20240522_1325_S3WBLMW3QQXC,A_4,1716396830476-6da5a1b9-8cc7-4071-917d-7fe090c4fdb4-cam-audio-1716396836050,0.1113527985134491,0.1069094247347088,0.130605023273479
20240522_1325_S3WBLMW3QQXC_B_5,20240522_1325_S3WBLMW3QQXC,B_5,1716396830476-94efdc3a-3f86-41c3-bf7a-fb60f737a28a-cam-audio-1716396831425,0.1534300388590646,0.1467176592083456,0.1562918621530773
20240522_1325_S3WBLMW3QQXC_A_5,20240522_1325_S3WBLMW3QQXC,A_5,1716396830476-6da5a1b9-8cc7-4071-917d-7fe090c4fdb4-cam-audio-1716396836050,0.1286218979790304,0.1505682155650519,0.1503343712233519
20240522_1325_S3WBLMW3QQXC_Both_5,20240522_1325_S3WBLMW3QQXC,Both_5,1716396830476-94efdc3a-3f86-41c3-bf7a-fb60f737a28a-cam-audio-1716396831425,0.1511486639667835,0.1511510290395853,0.1555796687252215
20240522_1325_S3WBLMW3QQXC_A_6,20240522_1325_S3WBLMW3QQXC,A_6,1716396830476-6da5a1b9-8cc7-4071-917d-7fe090c4fdb4-cam-audio-1716396836050,0.168516620940487,0.1858478705672085,0.1861123015863543
20240522_1325_S3WBLMW3QQXC_Both_6,20240522_1325_S3WBLMW3QQXC,Both_6,1716396830476-94efdc3a-3f86-41c3-bf7a-fb60f737a28a-cam-audio-1716396831425,0.1874867154831332,0.1885393237879601,0.1891255603990579
20240522_1325_S3WBLMW3QQXC_B_7,20240522_1325_S3WBLMW3QQXC,B_7,1716396830476-94efdc3a-3f86-41c3-bf7a-fb60f737a28a-cam-audio-1716396831425,0.1899080983418326,0.1897468581912117,0.1935929874517512
20240522_1325_S3WBLMW3QQXC_Both_7,20240522_1325_S3WBLMW3QQXC,Both_7,1716396830476-94efdc3a-3f86-41c3-bf7a-fb60f737a28a-cam-audio-1716396831425,0.1921276433896686,0.1939221863473123,0.1945084285881256
20240522_1325_S3WBLMW3QQXC_A_8,20240522_1325_S3WBLMW3QQXC,A_8,1716396830476-6da5a1b9-8cc7-4071-917d-7fe090c4fdb4-cam-audio-1716396836050,0.2163591714463038,0.1949753579708041,0.2398241105593578
20240522_1325_S3WBLMW3QQXC_B_8,20240522_1325_S3WBLMW3QQXC,B_8,1716396830476-94efdc3a-3f86-41c3-bf7a-fb60f737a28a-cam-audio-1716396831425,0.2040339484674007,0.2024528764975959,0.2130925389639973
20240522_1325_S3WBLMW3QQXC_B_9,20240522_1325_S3WBLMW3QQXC,B_9,1716396830476-94efdc3a-3f86-41c3-bf7a-fb60f737a28a-cam-audio-1716396831425,0.2261861675567273,0.2498035458267059,0.2499194586158586
20240522_1325_S3WBLMW3QQXC_A_10,20240522_1325_S3WBLMW3QQXC,A_10,1716396830476-6da5a1b9-8cc7-4071-917d-7fe090c4fdb4-cam-audio-1716396836050,0.2506318761284927,0.2508446644860621,0.2514602064302795
20240522_1325_S3WBLMW3QQXC_B_11,20240522_1325_S3WBLMW3QQXC,B_11,1716396830476-94efdc3a-3f86-41c3-bf7a-fb60f737a28a-cam-audio-1716396831425,0.2517224432544575,0.2523677554370025,0.2526002220228528
20240522_1325_S3WBLMW3QQXC_A_12,20240522_1325_S3WBLMW3QQXC,A_12,1716396830476-6da5a1b9-8cc7-4071-917d-7fe090c4fdb4-cam-audio-1716396836050,0.2538301775108109,0.2550573363526457,0.2552925995846193
20240522_1325_S3WBLMW3QQXC_B_13,20240522_1325_S3WBLMW3QQXC,B_13,1716396830476-94efdc3a-3f86-41c3-bf7a-fb60f737a28a-cam-audio-1716396831425,0.2581995776429274,0.2560974896046804,0.2613418189332091
20240522_1325_S3WBLMW3QQXC_Both_13,20240522_1325_S3WBLMW3QQXC,Both_13,1716396830476-6da5a1b9-8cc7-4071-917d-7fe090c4fdb4-cam-audio-1716396836050,0.2585620147903766,0.2612593470243197,0.2610265399760729
20240522_1325_S3WBLMW3QQXC_A_14,20240522_1325_S3WBLMW3QQXC,A_14,1716396830476-6da5a1b9-8cc7-4071-917d-7fe090c4fdb4-cam-audio-1716396836050,0.2995403338411607,0.2614933997902571,0.3378213206580018
20240522_1325_S3WBLMW3QQXC_B_15,20240522_1325_S3WBLMW3QQXC,B_15,1716396830476-94efdc3a-3f86-41c3-bf7a-fb60f737a28a-cam-audio-1716396831425,0.3023430676919713,0.3383029469501699,0.3431927355936854
20240522_1325_S3WBLMW3QQXC_Both_15,20240522_1325_S3WBLMW3QQXC,Both_15,1716396830476-6da5a1b9-8cc7-4071-917d-7fe090c4fdb4-cam-audio-1716396836050,0.3401635937027557,0.338490689419441,0.3420242404553414
20240522_1325_S3WBLMW3QQXC_A_16,20240522_1325_S3WBLMW3QQXC,A_16,1716396830476-6da5a1b9-8cc7-4071-917d-7fe090c4fdb4-cam-audio-1716396836050,0.3414900132494755,0.3439778598516699,0.3440948365422103
20240522_1325_S3WBLMW3QQXC_B_17,20240522_1325_S3WBLMW3QQXC,B_17,1716396830476-94efdc3a-3f86-41c3-bf7a-fb60f737a28a-cam-audio-1716396831425,0.3620343167554747,0.3630286959763969,0.3800907736592795
20240522_1325_S3WBLMW3QQXC_Both_17,20240522_1325_S3WBLMW3QQXC,Both_17,1716396830476-6da5a1b9-8cc7-4071-917d-7fe090c4fdb4-cam-audio-1716396836050,0.371453269294524,0.3802279247405723,0.379877842612651
20240522_1325_S3WBLMW3QQXC_A_18,20240522_1325_S3WBLMW3QQXC,A_18,1716396830476-6da5a1b9-8cc7-4071-917d-7fe090c4fdb4-cam-audio-1716396836050,0.4349765360847707,0.3803445781252577,0.4897251474289691
20240522_1325_S3WBLMW3QQXC_B_19,20240522_1325_S3WBLMW3QQXC,B_19,1716396830476-94efdc3a-3f86-41c3-bf7a-fb60f737a28a-cam-audio-1716396831425,0.437469388550052,0.4923526275627836,0.4945941989748464
20240522_1325_S3WBLMW3QQXC_A_20,20240522_1325_S3WBLMW3QQXC,A_20,1716396830476-6da5a1b9-8cc7-4071-917d-7fe090c4fdb4-cam-audio-1716396836050,0.5093564135257423,0.5145105540149499,0.526360199488701
20240522_1325_S3WBLMW3QQXC_B_20,20240522_1325_S3WBLMW3QQXC,B_20,1716396830476-94efdc3a-3f86-41c3-bf7a-fb60f737a28a-cam-audio-1716396831425,0.5153717222902137,0.5161171234444357,0.5162328905654775
20240522_1325_S3WBLMW3QQXC_Both_20,20240522_1325_S3WBLMW3QQXC,Both_20,1716396830476-6da5a1b9-8cc7-4071-917d-7fe090c4fdb4-cam-audio-1716396836050,0.5202293709384809,0.5169679544697642,0.5243416184325261
20240522_1325_S3WBLMW3QQXC_B_21,20240522_1325_S3WBLMW3QQXC,B_21,1716396830476-94efdc3a-3f86-41c3-bf7a-fb60f737a28a-cam-audio-1716396831425,0.5238040793618424,0.5276480655119089,0.529278043778003
20240522_1325_S3WBLMW3QQXC_A_22,20240522_1325_S3WBLMW3QQXC,A_22,1716396830476-6da5a1b9-8cc7-4071-917d-7fe090c4fdb4-cam-audio-1716396836050,0.536069477631794,0.5372341945301516,0.5444908897516793
20240522_1325_S3WBLMW3QQXC_B_23,20240522_1325_S3WBLMW3QQXC,B_23,1716396830476-94efdc3a-3f86-41c3-bf7a-fb60f737a28a-cam-audio-1716396831425,0.5642730657413342,0.5462300354808108,0.564385234761796
20240522_1325_S3WBLMW3QQXC_Both_23,20240522_1325_S3WBLMW3QQXC,Both_23,1716396830476-6da5a1b9-8cc7-4071-917d-7fe090c4fdb4-cam-audio-1716396836050,0.5554881079696447,0.548351006111454,0.5647461804584785
20240522_1325_S3WBLMW3QQXC_A_23,20240522_1325_S3WBLMW3QQXC,A_23,1716396830476-6da5a1b9-8cc7-4071-917d-7fe090c4fdb4-cam-audio-1716396836050,0.5508148927452049,0.5641608967208724,0.5643955909602582
20240522_1325_S3WBLMW3QQXC_A_24,20240522_1325_S3WBLMW3QQXC,A_24,1716396830476-6da5a1b9-8cc7-4071-917d-7fe090c4fdb4-cam-audio-1716396836050,0.5585432438628872,0.5652127226250676,0.568633060673936
20240522_1325_S3WBLMW3QQXC_Both_24,20240522_1325_S3WBLMW3QQXC,Both_24,1716396830476-6da5a1b9-8cc7-4071-917d-7fe090c4fdb4-cam-audio-1716396836050,0.5660312931734287,0.567082687352112,0.5668498637217898
20240522_1325_S3WBLMW3QQXC_B_25,20240522_1325_S3WBLMW3QQXC,B_25,1716396830476-94efdc3a-3f86-41c3-bf7a-fb60f737a28a-cam-audio-1716396831425,0.568482178714242,0.5698804377699179,0.5698816700763719
20240522_1325_S3WBLMW3QQXC_Both_25,20240522_1325_S3WBLMW3QQXC,Both_25,1716396830476-6da5a1b9-8cc7-4071-917d-7fe090c4fdb4-cam-audio-1716396836050,0.5714622026134872,0.5698875320509929,0.5730439674570564
20240522_1325_S3WBLMW3QQXC_A_26,20240522_1325_S3WBLMW3QQXC,A_26,1716396830476-6da5a1b9-8cc7-4071-917d-7fe090c4fdb4-cam-audio-1716396836050,0.5869986502896963,0.5735105009453393,0.6036490937074241
20240522_1325_S3WBLMW3QQXC_Both_26,20240522_1325_S3WBLMW3QQXC,Both_26,1716396830476-6da5a1b9-8cc7-4071-917d-7fe090c4fdb4-cam-audio-1716396836050,0.6018047087249127,0.5959238946531207,0.6061048877184474
20240522_1325_S3WBLMW3QQXC_B_26,20240522_1325_S3WBLMW3QQXC,B_26,1716396830476-94efdc3a-3f86-41c3-bf7a-fb60f737a28a-cam-audio-1716396831425,0.5853911048042778,0.5975045297313779,0.5972717086632163
20240522_1325_S3WBLMW3QQXC_B_27,20240522_1325_S3WBLMW3QQXC,B_27,1716396830476-94efdc3a-3f86-41c3-bf7a-fb60f737a28a-cam-audio-1716396831425,0.603932270911495,0.6070870604132403,0.6097757505060964
20240522_1325_S3WBLMW3QQXC_A_28,20240522_1325_S3WBLMW3QQXC,A_28,1716396830476-6da5a1b9-8cc7-4071-917d-7fe090c4fdb4-cam-audio-1716396836050,0.6135540522212769,0.6132370853633881,0.6200210440293135
20240522_1325_S3WBLMW3QQXC_B_29,20240522_1325_S3WBLMW3QQXC,B_29,1716396830476-94efdc3a-3f86-41c3-bf7a-fb60f737a28a-cam-audio-1716396831425,0.6279059994132629,0.6221900388251573,0.6425749134631377
20240522_1325_S3WBLMW3QQXC_A_30,20240522_1325_S3WBLMW3QQXC,A_30,1716396830476-6da5a1b9-8cc7-4071-917d-7fe090c4fdb4-cam-audio-1716396836050,0.6393399253214254,0.6493521541284959,0.6564898118176934
20240522_1325_S3WBLMW3QQXC_B_31,20240522_1325_S3WBLMW3QQXC,B_31,1716396830476-94efdc3a-3f86-41c3-bf7a-fb60f737a28a-cam-audio-1716396831425,0.6584867082765335,0.66703625140622,0.6676212624245713
20240522_1325_S3WBLMW3QQXC_A_32,20240522_1325_S3WBLMW3QQXC,A_32,1716396830476-6da5a1b9-8cc7-4071-917d-7fe090c4fdb4-cam-audio-1716396836050,0.6998362495372186,0.7024756520653233,0.7326362476682171
20240522_1325_S3WBLMW3QQXC_B_32,20240522_1325_S3WBLMW3QQXC,B_32,1716396830476-94efdc3a-3f86-41c3-bf7a-fb60f737a28a-cam-audio-1716396831425,0.7166206739774093,0.7308825869728618,0.7307656958894951
20240522_1325_S3WBLMW3QQXC_B_33,20240522_1325_S3WBLMW3QQXC,B_33,1716396830476-94efdc3a-3f86-41c3-bf7a-fb60f737a28a-cam-audio-1716396831425,0.7330374424222794,0.7343773468494318,0.7351922978716972
20240522_1325_S3WBLMW3QQXC_A_34,20240522_1325_S3WBLMW3QQXC,A_34,1716396830476-6da5a1b9-8cc7-4071-917d-7fe090c4fdb4-cam-audio-1716396836050,0.7471163486601363,0.7423053595381722,0.7598553504708409
20240522_1325_S3WBLMW3QQXC_B_35,20240522_1325_S3WBLMW3QQXC,B_35,1716396830476-94efdc3a-3f86-41c3-bf7a-fb60f737a28a-cam-audio-1716396831425,0.7672117431231361,0.7630298023916968,0.7921181267081
20240522_1325_S3WBLMW3QQXC_A_36,20240522_1325_S3WBLMW3QQXC,A_36,1716396830476-6da5a1b9-8cc7-4071-917d-7fe090c4fdb4-cam-audio-1716396836050,0.8815149011958484,1.0000000000000002,1.0
20240521_1823_WBLMayB8HP63_B_1,20240521_1823_WBLMayB8HP63,B_1,1716394420177-9d86f106-9e93-49eb-8bec-b0a2b89f001c-cam-audio-1716394421794,0.0,0.0,0.0
20240521_1823_WBLMayB8HP63_A_2,20240521_1823_WBLMayB8HP63,A_2,1716394420177-0034cd93-7d3f-4f75-8fc4-2a2f9470b784-cam-audio-1716394421126,0.0030951521173481,0.0045680669825463,0.0061903042346963
20240521_1823_WBLMayB8HP63_B_3,20240521_1823_WBLMayB8HP63,B_3,1716394420177-9d86f106-9e93-49eb-8bec-b0a2b89f001c-cam-audio-1716394421794,0.0239236307592887,0.0131267237014328,0.0245287707413854
20240521_1823_WBLMayB8HP63_A_3,20240521_1823_WBLMayB8HP63,A_3,1716394420177-0034cd93-7d3f-4f75-8fc4-2a2f9470b784-cam-audio-1716394421126,0.0140196395277518,0.0233184907771919,0.0234712120729574
20240521_1823_WBLMayB8HP63_A_4,20240521_1823_WBLMayB8HP63,A_4,1716394420177-0034cd93-7d3f-4f75-8fc4-2a2f9470b784-cam-audio-1716394421126,0.0204427730488081,0.0277532776280022,0.0277588223961834
20240521_1823_WBLMayB8HP63_B_5,20240521_1823_WBLMayB8HP63,B_5,1716394420177-9d86f106-9e93-49eb-8bec-b0a2b89f001c-cam-audio-1716394421794,0.0288077640755933,0.0300033021903253,0.0298622505231845
20240521_1823_WBLMayB8HP63_A_6,20240521_1823_WBLMayB8HP63,A_6,1716394420177-0034cd93-7d3f-4f75-8fc4-2a2f9470b784-cam-audio-1716394421126,0.045391534161813,0.0308576295345427,0.0607797661333006
20240521_1823_WBLMayB8HP63_B_6,20240521_1823_WBLMayB8HP63,B_6,1716394420177-9d86f106-9e93-49eb-8bec-b0a2b89f001c-cam-audio-1716394421794,0.0439175530390615,0.0569683087235185,0.0569774765435804
20240521_1823_WBLMayB8HP63_B_7,20240521_1823_WBLMayB8HP63,B_7,1716394420177-9d86f106-9e93-49eb-8bec-b0a2b89f001c-cam-audio-1716394421794,0.0951094305400602,0.0616923578361722,0.1332505523566019
20240521_1823_WBLMayB8HP63_A_8,20240521_1823_WBLMayB8HP63,A_8,1716394420177-0034cd93-7d3f-4f75-8fc4-2a2f9470b784-cam-audio-1716394421126,0.1281234208223534,0.137475635680081,0.1945544838085345
20240521_1823_WBLMayB8HP63_B_9,20240521_1823_WBLMayB8HP63,B_9,1716394420177-9d86f106-9e93-49eb-8bec-b0a2b89f001c-cam-audio-1716394421794,0.171083710032108,0.1972619314666163,0.204691784384135
20240521_1823_WBLMayB8HP63_A_10,20240521_1823_WBLMayB8HP63,A_10,1716394420177-0034cd93-7d3f-4f75-8fc4-2a2f9470b784-cam-audio-1716394421126,0.21845748050673,0.2080984111509667,0.2396530295468436
20240521_1823_WBLMayB8HP63_B_11,20240521_1823_WBLMayB8HP63,B_11,1716394420177-9d86f106-9e93-49eb-8bec-b0a2b89f001c-cam-audio-1716394421794,0.2252795459326531,0.2410882072768745,0.2424606807143394
20240521_1823_WBLMayB8HP63_A_12,20240521_1823_WBLMayB8HP63,A_12,1716394420177-0034cd93-7d3f-4f75-8fc4-2a2f9470b784-cam-audio-1716394421126,0.2425910775301138,0.2442028949381829,0.2440939477833532
20240521_1823_WBLMayB8HP63_Both_12,20240521_1823_WBLMayB8HP63,Both_12,1716394420177-9d86f106-9e93-49eb-8bec-b0a2b89f001c-cam-audio-1716394421794,0.2442947679717947,0.2446433402958794,0.2443866410054064
20240521_1823_WBLMayB8HP63_B_13,20240521_1823_WBLMayB8HP63,B_13,1716394420177-9d86f106-9e93-49eb-8bec-b0a2b89f001c-cam-audio-1716394421794,0.2465150455688175,0.2449395813215566,0.2483867508417556
20240521_1823_WBLMayB8HP63_A_14,20240521_1823_WBLMayB8HP63,A_14,1716394420177-0034cd93-7d3f-4f75-8fc4-2a2f9470b784-cam-audio-1716394421126,0.2604925550728881,0.252955938652242,0.2760455288242197
20240521_1823_WBLMayB8HP63_B_14,20240521_1823_WBLMayB8HP63,B_14,1716394420177-9d86f106-9e93-49eb-8bec-b0a2b89f001c-cam-audio-1716394421794,0.2619400708341026,0.2603720186023766,0.2709242030159633
20240521_1823_WBLMayB8HP63_Both_14,20240521_1823_WBLMayB8HP63,Both_14,1716394420177-9d86f106-9e93-49eb-8bec-b0a2b89f001c-cam-audio-1716394421794,0.2684608269305557,0.2765056096377637,0.2765496352587348
20240521_1823_WBLMayB8HP63_B_15,20240521_1823_WBLMayB8HP63,B_15,1716394420177-9d86f106-9e93-49eb-8bec-b0a2b89f001c-cam-audio-1716394421794,0.2766016244802217,0.2770977028484695,0.2766976393226797
20240521_1823_WBLMayB8HP63_A_16,20240521_1823_WBLMayB8HP63,A_16,1716394420177-0034cd93-7d3f-4f75-8fc4-2a2f9470b784-cam-audio-1716394421126,0.2792519486930769,0.2775096332252582,0.2814061945376843
20240521_1823_WBLMayB8HP63_B_17,20240521_1823_WBLMayB8HP63,B_17,1716394420177-9d86f106-9e93-49eb-8bec-b0a2b89f001c-cam-audio-1716394421794,0.314718974684025,0.2821301711055946,0.3519283161427918
20240521_1823_WBLMayB8HP63_A_18,20240521_1823_WBLMayB8HP63,A_18,1716394420177-0034cd93-7d3f-4f75-8fc4-2a2f9470b784-cam-audio-1716394421126,0.349320972893852,0.3528922811422795,0.4165117746821094
20240521_1823_WBLMayB8HP63_B_18,20240521_1823_WBLMayB8HP63,B_18,1716394420177-9d86f106-9e93-49eb-8bec-b0a2b89f001c-cam-audio-1716394421794,0.3725275917706169,0.3746503595806121,0.3921629023989542
20240521_1823_WBLMayB8HP63_Both_18,20240521_1823_WBLMayB8HP63,Both_18,1716394420177-9d86f106-9e93-49eb-8bec-b0a2b89f001c-cam-audio-1716394421794,0.3946180684668002,0.3823484786146341,0.4145857773529883
20240521_1823_WBLMayB8HP63_B_19,20240521_1823_WBLMayB8HP63,B_19,1716394420177-9d86f106-9e93-49eb-8bec-b0a2b89f001c-cam-audio-1716394421794,0.4296368372277857,0.4173676526025475,0.4776786208884281
20240521_1823_WBLMayB8HP63_A_20,20240521_1823_WBLMayB8HP63,A_20,1716394420177-0034cd93-7d3f-4f75-8fc4-2a2f9470b784-cam-audio-1716394421126,0.4640798691435426,0.4822434928985769,0.5107920856845378
20240521_1823_WBLMayB8HP63_B_20,20240521_1823_WBLMayB8HP63,B_20,1716394420177-9d86f106-9e93-49eb-8bec-b0a2b89f001c-cam-audio-1716394421794,0.4921601603790709,0.4904627324667987,0.5020768278595649
20240521_1823_WBLMayB8HP63_Both_20,20240521_1823_WBLMayB8HP63,Both_20,1716394420177-9d86f106-9e93-49eb-8bec-b0a2b89f001c-cam-audio-1716394421794,0.5005596201772611,0.5107254223511765,0.5106565078877234
20240521_1823_WBLMayB8HP63_B_21,20240521_1823_WBLMayB8HP63,B_21,1716394420177-9d86f106-9e93-49eb-8bec-b0a2b89f001c-cam-audio-1716394421794,0.5108388951072869,0.5111691080476124,0.5109523678633971
20240521_1823_WBLMayB8HP63_Both_21,20240521_1823_WBLMayB8HP63,Both_21,1716394420177-9d86f106-9e93-49eb-8bec-b0a2b89f001c-cam-audio-1716394421794,0.516554842518163,0.5124897405042896,0.5219405769887134
20240521_1823_WBLMayB8HP63_A_22,20240521_1823_WBLMayB8HP63,A_22,1716394420177-0034cd93-7d3f-4f75-8fc4-2a2f9470b784-cam-audio-1716394421126,0.5253466448488067,0.5233032137835893,0.5392283664974151
20240521_1823_WBLMayB8HP63_B_23,20240521_1823_WBLMayB8HP63,B_23,1716394420177-9d86f106-9e93-49eb-8bec-b0a2b89f001c-cam-audio-1716394421794,0.537482923815594,0.5409681518748292,0.5516626338475987
20240521_1823_WBLMayB8HP63_A_24,20240521_1823_WBLMayB8HP63,A_24,1716394420177-0034cd93-7d3f-4f75-8fc4-2a2f9470b784-cam-audio-1716394421126,0.5542763521966297,0.5524260266902012,0.5675845525184303
20240521_1823_WBLMayB8HP63_Both_24,20240521_1823_WBLMayB8HP63,Both_24,1716394420177-9d86f106-9e93-49eb-8bec-b0a2b89f001c-cam-audio-1716394421794,0.5558749261914204,0.559534033749204,0.5593238256926396
20240521_1823_WBLMayB8HP63_B_25,20240521_1823_WBLMayB8HP63,B_25,1716394420177-9d86f106-9e93-49eb-8bec-b0a2b89f001c-cam-audio-1716394421794,0.5637220029063794,0.5682624508888426,0.5680533246493911
20240521_1823_WBLMayB8HP63_A_26,20240521_1823_WBLMayB8HP63,A_26,1716394420177-0034cd93-7d3f-4f75-8fc4-2a2f9470b784-cam-audio-1716394421126,0.5808353006845612,0.5689734737893993,0.59340815048028
20240521_1823_WBLMayB8HP63_Both_26,20240521_1823_WBLMayB8HP63,Both_26,1716394420177-9d86f106-9e93-49eb-8bec-b0a2b89f001c-cam-audio-1716394421794,0.5834221632585642,0.5735457398806277,0.5783530889452339
20240521_1823_WBLMayB8HP63_B_26,20240521_1823_WBLMayB8HP63,B_26,1716394420177-9d86f106-9e93-49eb-8bec-b0a2b89f001c-cam-audio-1716394421794,0.5786295288433063,0.5884912375718946,0.5882855838972132
20240521_1823_WBLMayB8HP63_B_27,20240521_1823_WBLMayB8HP63,B_27,1716394420177-9d86f106-9e93-49eb-8bec-b0a2b89f001c-cam-audio-1716394421794,0.5963844852182029,0.5941003935435466,0.6200844755602987
20240521_1823_WBLMayB8HP63_A_28,20240521_1823_WBLMayB8HP63,A_28,1716394420177-0034cd93-7d3f-4f75-8fc4-2a2f9470b784-cam-audio-1716394421126,0.6098504825055449,0.6251699464161956,0.6256005714675432
