groupId,playerId,AwarenessMonitoringGrowth_aggregated_normGrowthMindset,AwarenessMonitoringGrowth_aggregated_normSelfAwareness,AwarenessMonitoringGrowth_aggregated_normSelfMonitoring,AwarenessMonitoringGrowth_aggregated_rawGrowthMindset,AwarenessMonitoringGrowth_aggregated_rawSelfAwareness,AwarenessMonitoringGrowth_aggregated_rawSelfMonitoring,AwarenessMonitoringGrowth_raw_canAdjust,AwarenessMonitoringGrowth_raw_emotionalIntuition,AwarenessMonitoringGrowth_raw_fixedIntelligence,AwarenessMonitoringGrowth_raw_goingOnAroundMe,AwarenessMonitoringGrowth_raw_innermostThoughts,AwarenessMonitoringGrowth_raw_onlyLearnNewThings,AwarenessMonitoringGrowth_raw_othersThinkOfMe,AwarenessMonitoringGrowth_raw_tellInappropriate,AwarenessMonitoringGrowth_raw_troubleChanging,AwarenessMonitoringGrowth_time_seconds,CulturalConflictNorms_aggregated_normConflictOpenness,CulturalConflictNorms_aggregated_rawConflictOpenness,CulturalConflictNorms_raw_avoidConflict,CulturalConflictNorms_raw_conflictIsDetrimental,CulturalConflictNorms_raw_differencesAvoided,CulturalConflictNorms_raw_disagreementsEncouraged,CulturalConflictNorms_raw_emotionAccepted,CulturalConflictNorms_raw_openConflict,CulturalConflictNorms_raw_resolveImmediately,CulturalConflictNorms_time_seconds,TIPI_aggregated_normAgreeableness,TIPI_aggregated_normConscientiousness,TIPI_aggregated_normEmotionalStability,TIPI_aggregated_normExtroversion,TIPI_aggregated_normOpennessToExperience,TIPI_aggregated_rawAgreeableness,TIPI_aggregated_rawConscientiousness,TIPI_aggregated_rawEmotionalStability,TIPI_aggregated_rawExtroversion,TIPI_aggregated_rawOpennessToExperience,TIPI_raw_anxiety,TIPI_raw_calmness,TIPI_raw_carelessness,TIPI_raw_conventionality,TIPI_raw_criticalness,TIPI_raw_dependability,TIPI_raw_extroversion,TIPI_raw_openness,TIPI_raw_quietness,TIPI_raw_sympathy,TIPI_time_seconds,deal_sheet_agreement_binary,deal_sheet_deal_price,deal_sheet_return_fund_binary,deal_sheet_special_terms,deal_sheet_trip_binary,demographics,demographics_birth_year,demographics_country_reside,demographics_education_UK,demographics_education_US,demographics_employment_status,demographics_english_spoken,demographics_english_written,demographics_ethnicity_UK,demographics_gender,demographics_gender_other,demographics_income_UK,demographics_income_US,demographics_language_primary,demographics_latin_US,demographics_marital_status,demographics_race_US,post_negotiation_conflict_1,post_negotiation_conflict_2,post_negotiation_conflict_3,post_negotiation_conflict_4,post_negotiation_decision_leadership_1,post_negotiation_decision_leadership_2,post_negotiation_goal_similarity,post_negotiation_open_ended_feedback,post_negotiation_partner_competent,post_negotiation_partner_liked,post_negotiation_partner_tension,post_negotiation_viability_1,post_negotiation_viability_2,pre_negotiation_strategy,pre_negotiation_target_price,role
01HVPCY1H2JW0AA06TD35FYQ2E,01HVPCQFFMZZFF1QRD30PGV55N,0.333,0.778,0.667,3.000,5.667,5.000,6,5,3,6,6,3,5,4,3,27.916,0.690,5.143,3,3,2,6,5,6,5,17.768,0.583,0.750,0.500,0.583,0.750,4.500,5.500,4.000,4.500,5.500,3,3,2,3,5,5,5,6,4,6,28.601,Yes,"275,000",No,We agreed on 21 months of leave time with 6 months sabbatical with 10K per month from the fellowship.,Yes,,2003,United States,,4,A student,5,5,,female,,,"$100,000-$149,999",English,No,Single Never Married,['Asian'],7,5,4,4,5,5,6,I enjoyed negotiating with Catherine as I feel that we had similar negotiation styles. I tried to be more assertive with how much money I demanded but found that she was not budging. It did feel that her role as the provost as pretty supportive but was also limited by the rules.,6,6,5,6,6,"I am planning to start with a higher price of 400,000 and lower it if the Provost is not willing to come to that number. I want to be assertive and try to get the highest monetary value possible. ","355,000",Star Scientist
01HVPCY1H2JW0AA06TD35FYQ2E,01HVPCNFREEE122E5CAQA445MZ,0.500,0.778,0.750,4.000,5.667,5.500,5,6,3,6,6,5,5,6,3,64.532,0.357,3.143,5,6,5,3,3,4,4,37.267,0.833,0.833,0.667,0.750,0.750,6.000,6.000,5.000,5.500,5.500,4,6,2,2,2,6,6,5,3,6,37.539,Yes,"275,000",No,We agree on 21 months of leave time with 6 month paid sabbatical but the faculty will receive 10k per month from her fellowship. ,Yes,,2001,United States,,6,Employed for wages,5,5,,female,,,"$75,000-$99,999",English,No,Single Never Married,['Asian'],6,3,3,2,6,3,5,i thought the star faculty was very nice and understanding! The negotiation I feel like reflected what a supportive environment in an academic setting. Sometimes there are just budgets set in place but they genuinely want each other to succeed. ,6,5,5,5,5,"I am going to do my best to be very supportive for their needs/wants but also firm on what the university can or cannot provide. I will mention that the university will allow for longer leave times, but stay firm on the 6 month paid sabbatical. I will emphasize that longer leave times are only reserved for star faculties, and let them know that they are one ","100,000",Provost
01HVPCSQ1WFB3FEMEWM8S48K7Y,01HVPCHH1GNA7MNJWXK5QNR6VK,0.083,0.833,0.875,1.500,6.000,6.250,7,7,1,7,7,2,4,5,2,35.247,0.548,4.286,4,4,4,5,4,6,5,41.874,0.667,0.583,0.583,0.750,0.833,5.000,4.500,4.500,5.500,6.000,4,5,3,3,4,4,6,7,3,6,33.826,No,,No,,No,,2005,United States,,3,A student,5,5,,female,,,"$150,000 or more",English,No,Single Never Married,['Asian'],7,6,3,4,2,3,5,"My counterpart and I had come to an agreement about the total monetary value of the deal. As we were fleshing it out in the final minutes of the negotiation, I clarified that I was willing to give him the entire amount, but spread out, in order to not set an incorrect precedent for the other scientists and researchers. He had an extremely strong, negative reaction to this - he stopped being reasonable or logical and just became extremely emotional. Even after our deal was agreed upon, I chose to withdraw from it after this reaction.",3,4,5,5,4,"Opening bid: 120,000. Start by offering 6 months sabbatical, explain to them that you don't want to set an incorrect precedent. Acknowledge that they are rising star - plant the idea of a regular payout in their mind. Say that at they'll get 40 grand a month. remainder after returning.","240,000",Provost
01HVPCSQ1WFB3FEMEWM8S48K7Y,01HVPCK5MK6XSY1DMJXEHPFA81,0.500,0.222,0.833,4.000,2.333,6.000,6,5,4,3,2,4,2,7,2,48.095,0.595,4.571,5,1,2,5,2,5,4,27.332,0.333,1.000,0.750,0.667,0.583,3.000,7.000,5.500,5.000,4.500,3,6,1,4,6,7,5,5,3,4,25.385,No,,No,"We had a deal but she backed out of it as we were filling out the form. She tried changing the timeline, so I rejected the deal entirely.",No,,2002,United States,,4,A student,5,5,,male,,,"$150,000 or more",English,No,Single Never Married,['White'],6,6,5,7,4,5,2,"I believed we had a very productive and personable negotiation until she changed the deal at the very last moment and started new arguments. It was very frustrating, and we essentially wasted an hour of each other's time. If this was a part of the study and she was instructed to change it at the last minute, that's a great design by the researchers. Definitely got a reaction out of me.",2,3,7,1,1,"starting with 550,000 and 2 years based on the quality of my work. act as is 450 is the need for my planned trip, but if they cut down on months then I'll say I can reduce the cost in exchange for more months. Next best option is 400",400,Star Scientist
01HVPCQJRXEHTR2XEY8FD5STEJ,01HVPCGC2YDWVK0A3PQQYAYXR7,0.583,0.667,0.625,4.500,5.000,4.750,5,5,4,5,5,5,5,5,4,20.998,0.452,3.714,5,5,4,4,3,6,5,26.755,0.750,0.583,0.500,0.417,0.667,5.500,4.500,4.000,3.500,5.000,5,5,2,4,2,3,4,6,5,5,24.359,Yes,"110,000",Yes,"65k teaching one class between 30-40 kids including grading for 2 hrs a week 

",Yes,,2005,United States,,3,A student,5,5,,female,,,"$30,000-$39,999",English,No,Single Never Married,['Asian'],6,6,2,2,4,4,5,"There was tension, it was a lot of back and forth asking clarifying questions and I think that it was fair. Both of us had to make accommodations",7,7,5,6,7,"6 months of paid sabbatical. 
How long were you thinking of?
we can recommend you fellowships for additional funding
- what kind of research do you think you'll do?
",75000,Provost
01HVPCQJRXEHTR2XEY8FD5STEJ,01HVPCGJSCKDFWR36B7XWACRJ3,0.417,0.778,0.833,3.500,5.667,6.000,6,6,3,5,7,4,5,6,2,35.833,0.667,5.000,5,4,2,7,4,7,4,36.677,0.750,0.833,0.167,0.167,0.917,5.500,6.000,2.000,2.000,6.500,6,2,2,2,3,6,2,7,6,6,41.632,Yes,"110,00",,Teaching 2 ,,,2003,United States,,4,A student,4,5,,female,,,"$50,000-$74,999",English,No,Single Never Married,['Asian'],6,6,4,3,7,3,3,"We spent a lot of time negotiating that we did not have time to write everything down. I thought I'd use this space to write out the special terms we decided upon. 

1. 12 months instead of 21 months
2. $110,000 for those 12 months
3. + $65,000 for a light remote teaching job for those 12 months
4. Return fund
5. Income raise from $10k to $11k and shortened working hours from 14 hours to 10 hours upon return to the job
6. 3 months income give in advance upon return",7,7,5,5,6,Emphasize how burnout has taken a toll on my health and my work and taking this break will help me recover and reenergize me such that when I return to the job I will be able to perform better. ,"350,000",Star Scientist
01HVPCVMSD9B9DW3JVZTKGAMG4,01HVPCJHEE084Q6E2W34A2R4MW,0.333,0.722,0.875,3.000,5.333,6.250,7,5,3,5,5,3,6,6,1,48.734,0.286,2.714,4,5,5,3,1,3,6,57.497,0.917,0.583,0.833,0.667,0.750,6.500,4.500,6.000,5.000,5.500,2,6,3,3,1,4,5,6,3,6,51.227,Yes,395000,Yes,"30,000 leaving bonus and 30,000 returning bonus.",Yes,,2002,United States,,4,A student,5,5,,male,,,"$150,000 or more",English,No,Single Never Married,"['White', 'Asian']",7,5,2,3,5,3,5,"I really enjoyed the negotiation, and it resembled one that I've done in class before. I also quickly debriefed the negotiation with my counterpart.",7,7,5,5,6,"I will leverage the value of my patent and threaten to sell to one of my outside options to achieve my target price of the patent (500,000).
I will also leverage my star power at the university and threaten to leave to another university that has already expressed interest to aim for 12-months of sabbatical pay (120,000).",620000,Star Scientist
01HVPCVMSD9B9DW3JVZTKGAMG4,01HVPCNSJCYAPESY6R8VQ8E646,0.583,0.556,0.500,4.500,4.333,4.000,3,5,4,4,6,5,3,4,4,40.123,0.452,3.714,5,6,3,5,3,3,3,39.908,0.750,0.667,0.667,0.500,0.250,5.500,5.000,5.000,4.000,2.500,2,4,3,6,2,5,4,3,4,5,33.557,Yes,275000,Yes,"$30k upon leave, $30k upon return
$275k for IP compensation
",Yes,,2002,United States,,3,A student,5,5,,male,,,"$75,000-$99,999",Korean,No,Single Never Married,['Asian'],5,3,6,5,4,5,5,I definitely opened all my cards too early and allowed him to have an edge on this negotiation. ,7,6,5,6,4,"I would like my opening bid to be around $150k and initially pretend that that is the best I could do. Then, since the faculty member is a star researcher, I will pretend I am making an extraordinary exception through the new offer of $250k.

If the researcher is not happy, I can also offer longer period of sabbatical (though only 6 months shall be paid).","250,000",Provost
01HVPCW7A25F30DCC89MZKFDVM,01HVPCMECT1QJHZ2P8JVG2TRTQ,0.500,0.833,0.833,4.000,6.000,6.000,6,6,4,6,5,4,7,5,1,35.792,0.524,4.143,6,3,4,4,6,4,4,30.877,0.583,0.833,0.500,0.667,0.750,4.500,6.000,4.000,5.000,5.500,5,5,1,2,5,5,5,5,3,6,29.921,,,,,,,2003,United States,,3,A student,5,5,,female,,,"$100,000-$149,999",English,No,Single Never Married,['Asian'],7,7,3,4,5,4,5,"I had a really hard time with the negotiation just because we had very differing offers. I wasn't able to fill out the data sheet because my partner and I ran out of time while talking, but we were unable to reach a negotiation, although we were very close to. I was able to talk the price down to 275k, but only until the very end. Although my partner had dropped down from around 400k to my proposed 275k, he was very adamant on getting 12 months off, which I said was not possible with the policies we follow. I offered a greater return fund amount with a time closer to 6-8 months, but my partner was very set on receiving 12 months time off.",6,5,6,5,5,"I plan on starting the offer small and working my way up if the faculty member is dissatisfied with the offer. I will start by offering 100,000 and gradually work up to a maximum of 275,000.","150,000",Provost
01HVPCW7A25F30DCC89MZKFDVM,01HVPCMK08YG7B1WKCAT39694R,0.417,0.278,0.708,3.500,2.667,5.250,5,5,2,2,4,5,2,5,2,33.608,0.476,3.857,5,6,3,5,4,5,5,22.168,0.333,0.833,0.833,0.750,0.833,3.000,6.000,6.000,5.500,6.000,2,6,2,3,5,6,6,7,3,3,99.433,No,,No,,No,,2004,United States,,4,A student,5,5,,male,,,"$150,000 or more",English,No,Single Never Married,['Asian'],6,7,5,5,4,3,3,"We kept on negotiating to get a an ideal amount of months off and pay, however we weren't able to reach one as the pay would be too low with less months off, and even when the pay went up it wasn't in proportion to the amount of months I needed. We did get closer to a deal as I overhauled my portfolio at $450,000 and dropped down to $350,000 by the end while trying to secure more months.",7,7,6,7,7,"Opening Bid:
I plan to open with a request for £450,000. This gives me some flexibility to make concessions while still having a good chance of reaching my target. 

Outside Options:
If I'm unable to reach a deal with the Provost, my next best option is to pursue the private investor offers. One group has intimated a deal that could yield £400,000, which would meet my needs. However, this path involves more uncertainty and a longer timeline, jeopardizing my ability to start my sabbatical promptly.

My fallback, if both the Provost and private deals fall through, would be to take a smaller sabbatical - perhaps 6 months instead of a year before the Institute. I could finance this with my boat down payment and by taking on some debt. But this is far from ideal, as it wouldn't provide the full respite I need and would leave me in a weaker financial position.

Knowing my outside options helps clarify that reaching a deal with the Provost is very much my preferred path. It provides the surest and quickest route to achieving my sabbatical goals and maintaining my long-term success and well-being. However, I'm not without alternatives, which gives me some leverage in the negotiation.

My strategy will be to anchor high with my opening bid, emphasizing the unique value of my IP and my strong market position. I'll then look to make concessions as needed to reach my target price or as close to it as possible. Throughout, I'll stress my desire to reach a mutually beneficial deal that supports my ongoing contributions to the university.

I feel confident and well-prepared to achieve a good outcome that will allow me to recharge and return to my groundbreaking work in a sustainable way. The Provost should see the merit in this investment in a highly productive asset.","400,000",Star Scientist
01HVPD3DK0GA9W36G3YZ6HV993,01HVPCHDX6EE4P550KDF3DEM1T,0.500,0.889,0.958,4.000,6.333,6.750,7,7,3,7,6,5,6,7,2,43.975,0.548,4.286,5,5,3,4,7,6,6,47.917,0.667,0.667,0.750,0.750,0.667,5.000,5.000,5.500,5.500,5.000,3,6,4,3,4,6,6,5,3,6,57.114,No,,,275 for research and 65k return fee,,,2004,United States,,4,A student,5,5,,female,,,"$150,000 or more",English,No,Single Never Married,['White'],7,6,5,5,5,3,2,"technical issues due to my partner's wifi connection made us start ten minutes late, never having reached a deal or discussing with a group. 
",5,2,5,3,2,"will low ball and make it seem like 6 months is a lot to make sure the final deal is under 6 months sabbatical and 275,000","220,000",Provost
01HVPD3DK0GA9W36G3YZ6HV993,01HVPCPD14C2RRX1A7SK73G1RN,0.250,0.722,0.708,2.500,5.333,5.250,5,6,3,5,6,2,5,5,3,48.099,0.548,4.286,6,6,2,6,6,5,5,25.285,0.667,0.667,0.667,0.750,0.750,5.000,5.000,5.000,5.500,5.500,4,6,4,3,4,6,6,6,3,6,30.366,,,,,,,2004,United States,,4,A student,5,5,,female,,,"$150,000 or more",English,No,Single Never Married,['Black or African-American'],7,6,5,4,1,6,2,I enjoyed this experience. I liked the negotiation and even though it took a while we were getting to somewhat of an agreement. I do felt like I ran the negotiation a little bit and came on strong. But if we had just a little bit more time to wrap it up and come to a full understanding I think I would have gotten everything i wanted.,7,7,4,7,7,"My first bid might be 750,000. If I wasn't able to achieve a deal I try to see if the person that bought one of my collegues' research wants to buy mine because it is better. My best option is getting the provost to bay 45000 or more","455,000",Star Scientist
01HVPEY8SRYJBHYJ1NAHGGSFR6,01HVPEKTJA1JKZSJA0X7QE69ZG,0.417,0.667,0.833,3.500,5.000,6.000,7,5,3,5,5,4,5,6,2,27.692,0.571,4.429,3,3,3,3,4,3,2,18.29,0.500,0.667,0.750,0.583,0.833,4.000,5.000,5.500,4.500,6.000,3,6,4,3,5,6,5,7,4,5,48.313,,,,,,,2005,United States,,4,A student,5,5,,male,,,"$150,000 or more",English,,Single Never Married,['Asian'],4,4,4,4,4,4,4,"I think it was a relatively good exercise, for the time which I was able to negotiate, it seemed that there was competent, and productive discourse.",4,4,4,4,4,I will emphasize my utility to the university,"500,000",Star Scientist
01HVPEY8SRYJBHYJ1NAHGGSFR6,01HVPEG7S8VQPBG4GQQC75RY2C,0.500,0.611,0.833,4.000,4.667,6.000,5,7,2,6,2,6,6,7,3,101.202,0.524,4.143,5,3,4,3,6,5,5,73.176,0.917,0.583,0.250,0.750,0.833,6.500,4.500,2.500,5.500,6.000,6,3,5,1,2,6,6,5,3,7,49.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Provost
01HVPDRBRHJJSE8KSZCETTF0TV,01HVPDFX80REY5ERAY6F9YY2D3,0.417,0.667,0.750,3.500,5.000,5.500,5,4,4,7,5,3,3,6,1,38.953,0.476,3.857,6,2,2,4,1,4,4,38.821,0.583,0.750,0.750,0.833,0.750,4.500,5.500,5.500,6.000,5.500,1,4,2,1,2,5,5,4,1,3,40.286,Yes,"$196,000",Yes,Return to university after the sabbatical.,Yes,,1995,United States,,6,Employed for wages,5,5,,female,,,"Less than $10,000",English,Yes,Single Never Married,['White'],4,4,1,1,4,4,4,It was fine. I think there could have been less text for it and a little bit more direction on how to do the negotiation with the Provost.,7,7,1,7,7,Use all positive points and outcomes that could come from this Sabbatical.,"400,000",Star Scientist
01HVPDRBRHJJSE8KSZCETTF0TV,01HVPD3F569QRGFF1K2JNFEHE0,0.583,0.500,0.708,4.500,4.000,5.250,5,5,4,5,5,5,2,5,2,90.217,0.500,4.000,3,3,3,4,1,5,5,50.276,0.750,0.667,0.667,0.583,0.750,5.500,5.000,5.000,4.500,5.500,3,5,3,2,2,5,5,5,4,5,37.66,Yes,"196,000",Yes,Special terms: return to the university ,Yes,,1988,United States,,6,Employed for wages,5,5,,female,,,"$75,000-$99,999",English,No,Married or Domestic Partnership,['White'],3,5,4,3,6,4,5,I think the negotiation was fine. I went in with more stakes and concerns in mind but they seemed reasonable.,4,4,5,5,5,Opening price would be ,"200,000",Provost
01HVPCWVMJ59Q9KX7DWRY01F5B,01HVPCNE6XQQ57M3MG0JFF9MJN,0.750,0.722,0.667,5.500,5.333,5.000,5,5,5,6,4,6,6,5,3,73.763,0.405,3.429,5,5,3,3,4,3,5,37.447,0.750,0.667,0.667,0.500,0.583,5.500,5.000,5.000,4.000,4.500,4,6,3,5,3,5,4,6,4,6,24.256,Yes,"350,000",No,"health insurance, mental health and dental services ",Yes,,2004,China,,,A student,5,5,,female,,,,Chinese,,Single Never Married,,5,3,1,1,2,2,6,"My partner was very opinion to my opinions and needs and I got what I wanted. 
",6,6,2,6,6,"- remind the provost of my value (my lab's attraction and the work ive done for the university
- subtly slip it in that i am considering leaving the university for research institutions because the working environment there is better 
- i need the money to go on a sabbatical if i want to continue producing quality work for the university because i am burned out and my health is deteriorating --> appeal to the emotions of the provost 
- tell the provost that i am also considering selling my research to external private investors and that it is attractive","450,000",Star Scientist
01HVPCWVMJ59Q9KX7DWRY01F5B,01HVPCKKF0HYXXHT84R9FHC1EQ,0.333,0.778,0.833,3.000,5.667,6.000,6,4,3,5,6,3,6,7,1,71.618,0.190,2.143,7,6,5,3,2,2,6,37.926,1.000,0.833,0.500,0.583,0.667,7.000,6.000,4.000,4.500,5.000,4,4,1,4,1,5,4,6,3,7,61.673,Yes,"350,000",No,"Comprehensive health services (mental, dental, and medical health resources)",Yes,,2004,United States,,3,A student,5,5,,female,,,"$100,000-$149,999",English,No,Single Never Married,['Asian'],6,6,1,1,7,4,3,"I enjoyed the negotiation experience, and it was interesting to see how firm we both were in the prices we initially set. ",7,7,3,7,7,"Before entering negotiations, I will thoroughly understand the reasons behind each professor's decision to take a sabbatical. By knowing their motivations, I can tailor my negotiation approach to address their concerns effectively. During the negotiation, I will also emphasize the benefits of returning from sabbatical early for both the professors and the university. This could include opportunities for professional development, involvement in exciting projects, or access to resources that would enhance their research. I will keep some flexibility in my offer to accommodate individual needs and circumstances. This could involve offering additional research funding, teaching assistance, or schedule accommodations to sweeten the deal.","150,000",Provost
01HVPCZYRHVYSYMF007ADTHHE3,01HVPCKJ1NBZBWAMHYK6X1Z1E3,0.250,0.778,0.708,2.500,5.667,5.250,5,6,4,4,7,1,6,7,5,66.718,0.190,2.143,6,7,5,2,2,2,5,53.853,0.917,1.000,0.417,0.000,0.250,6.500,7.000,3.500,1.000,2.500,6,5,1,5,1,7,1,2,7,6,61.389,Yes,"395,000",Yes,Sign a commitment to return contract. ,Yes,,1997,United States,,7,A student,5,5,,female,,,"$100,000-$149,999",English,No,Single Never Married,['Asian'],7,3,1,1,5,4,4,No notes,7,7,1,6,7,"To cover all my expenses and get my contributions' worth of compensation. I will emphasize my long association with the institution and the important contributions I have made, committing to a relationship even in the future. ","450,000",Star Scientist
01HVPCZYRHVYSYMF007ADTHHE3,01HVPCQ4D3HDFWFS4QX7TASRQC,0.167,0.556,0.583,2.000,4.333,4.500,5,3,2,7,4,2,2,5,3,36.048,0.524,4.143,3,1,6,2,4,6,5,34.59,0.500,0.833,0.583,0.583,0.667,4.000,6.000,4.500,4.500,5.000,3,4,1,3,5,5,5,5,4,5,25.242,Yes,395000,Yes,sign a return contract ,Yes,,2004,United States,,3,A student,5,5,,female,,,"$10,000-$19,999",English,No,Single Never Married,"['Asian', 'Other']",7,6,2,2,6,3,7,"It was hard to try and consider all the details of the case. It would have been more effective if we had more time to read through the material and break things down. Also, I noticed that there was some information asymmetry with some of the details of the case such as a return fund, so I had to improvise. ",6,6,4,6,6,"1. show them that they are valuable
2. ask them about their underlying interests
3. propose an opening offer","3 months paid sabbatical, up to 12 months leave; 200-250k for 100% of their share",Provost
01HVPD146BPHX0W42NW6AK4XT6,01HVPCP6JMGMCHNPMP84A1390J,0.333,0.889,0.708,3.000,6.333,5.250,4,5,3,7,7,3,5,7,3,51.529,0.595,4.571,3,7,3,6,5,4,2,45.77,0.667,0.750,0.417,0.417,0.417,5.000,5.500,3.500,3.500,3.500,5,4,3,6,3,6,3,5,4,5,88.814,Yes,310k (patent) + 120k (paid leave)= 430k ,No,Added 120k for paid leave (I got 12 months instead of the typical 6) ,Yes,,2005,United States,,3,A student,5,5,,female,,,"$150,000 or more",English,No,Single Never Married,['Asian'],7,7,1,1,6,3,6,She was more understanding and willing to talk about specifics than I thought. It was a more enjoyable experience than I expected. ,7,7,1,7,7,"Reinforce good standing, the value of my work, and how a sabbatical will help me do even more for the uni. Would like to sell my rights to the uni because I have trust in them and show dedication. Start with a 550k ask, citing outside bidders, and won't go below the 350 no matter what. ","400,000",Star Scientist
01HVPD146BPHX0W42NW6AK4XT6,01HVPCNE7DH938ZG61W12H9A04,0.500,0.222,0.708,4.000,2.333,5.250,4,6,4,3,2,4,2,6,3,51.683,0.524,4.143,3,3,3,5,2,5,6,38.761,0.583,0.750,0.917,0.333,0.833,4.500,5.500,6.500,3.000,6.000,1,6,2,2,5,5,3,6,5,6,49.254,Yes,"310,000",No,1 year of sabbatical pay. Even though the deal sheet said no more than $275K Risha was willing to be flexible so I figure I could find the money somewhere on my end as she would not go lower than $310K and she did not seem willing to sell outside the University but also didn't want to compromise her patent value in the future,Yes,,1992,United States,,7,Employed for wages,5,5,,female,,,"$50,000-$74,999",English,No,Single Never Married,['Black or African-American'],7,6,1,6,7,2,7,"It was a good experience, my strategy of not going to my max went out the window quickly because our maximum thresholds were so far apart that it didn't seem helpful to go lower than my maxes. I did not stick to my non negotiables, it seemed a sure fire way to lose our star scientist so I just assume we can find a way to meet her agreed amounts",7,7,4,7,6,"Planned strategy is to ask how they are doing, how they're research is coming along. Depending on their answer, ask if they're pleased with their role at the University and what can be done to improve their experience. Plan to start at 200K-250K for the patent and work up depending on if they accept the initial offer.",250000.00,Provost
01HVPD7WB25N32A14EG1Z6Z47R,01HVPCSP46KJ2N8RA2P4A542Z3,0.500,0.778,0.708,4.000,5.667,5.250,4,5,6,6,5,2,6,6,2,48.943,0.357,3.143,5,6,5,5,3,4,6,42.834,0.500,0.667,0.667,0.500,0.583,4.000,5.000,5.000,4.000,4.500,3,5,3,4,5,5,5,5,5,5,34.306,Yes,"200,000",Yes,"95K for the IP fund
85K for the vacation to focus on health
20K for returning fund",Yes,,2005,United States,,3,A student,5,5,,male,,,"$150,000 or more",English,No,Single Never Married,['White'],7,6,5,4,6,4,4,"I felt that I didn't have enough time to prepare for the negotiation due to the limited knowledge I had of the subject. Maybe presenting the information in bullet points would be a better way to participants to understand better. Otherwise, I felt that my counterpart and I definitely wanted to come to an agreement while trying to get what's best for both sides.",6,6,4,5,5,"For my opening bid, I would start out with 450,000 since the provost will likely want to agree at a lower price than my opening bid. My outside options are the investors","355,000",Star Scientist
01HVPD7WB25N32A14EG1Z6Z47R,01HVPCPFE642QBT42DJ4WGHFDR,0.083,0.556,0.417,1.500,4.333,3.500,5,2,2,5,6,1,2,3,4,107.819,0.333,3.000,5,3,6,2,2,4,5,85.107,0.583,0.500,0.333,0.750,0.750,4.500,4.000,3.000,5.500,5.500,5,3,3,2,5,3,5,5,2,6,101.255,Yes,200k,Yes,"--95k for the IP 
--20k bonus on return to the university (incentive to return and help him ""get back on his feet"") return fund? 
--85k for the vacation/trip to focus on health",Yes,,2002,United States,,4,A student,5,5,,female,,,"$50,000-$74,999",English,No,Single Never Married,['White'],7,7,3,6,3,2,2,"I believe it was a bit confusing in regards to the personal funds for the vacation versus the funds for the IP. The negotiation was alright, but I can sense that we were given incredibly different goals to reach for. I made a bit of an ""exception"" for Brandon because he was such a good member of the university and ended up giving him another 2.5 months' salary in addition to the standard 6 months, but I do not think this was too bad. I feel I put a lot of the pressure on Brandon to explain why he needed the funds and how much he needed before revealing what I was able to provide for him. ",6,7,5,6,7,"I don't intend to lowball them from the get-go, so I think it would be good to express how much we approve of their IP and would love to support them. ",110k for 40% of their share,Provost
01HVPCQ1F00XMCH44RZHNBFS1F,01HVPCGXDYRJZH3TBGGFCZ53WG,0.500,0.556,0.917,4.000,4.333,6.500,7,6,4,5,7,4,1,7,2,30.107,0.595,4.571,5,3,2,4,5,5,4,31.451,0.583,0.750,0.750,1.000,1.000,4.500,5.500,5.500,7.000,7.000,4,7,3,1,4,6,7,7,1,5,24.411,Yes,"225,000",Yes,Paid sabatical (6 months) and paid fellowship (6 months),No,,2004,United States,,3,A student,4,4,,female,,,"$40,000-$49,999",English,No,Single Never Married,['White'],7,4,1,1,7,5,5,"Was a little nervous about the negotiation, and I went in not fully thinking about how what I needed. ",6,7,1,3,6,"My opening bid is selling for 400,000, that is what it is worth. I would try to sell to an outside group. ","355,000",Star Scientist
01HVPCQ1F00XMCH44RZHNBFS1F,01HVPCGS10Y6SF71H08HY8WTRD,0.333,0.611,0.708,3.000,4.667,5.250,5,5,3,6,5,3,3,6,3,33.266,0.643,4.857,3,3,2,6,4,6,6,30.284,0.583,0.917,0.833,0.917,0.667,4.500,6.500,6.000,6.500,5.000,2,6,1,3,4,6,7,5,2,5,31.133,Yes,"225,000",No,"paid sabbatical, along with the 6 month fellowship",Yes,,2005,United States,,4,A student,5,5,,female,,,"$150,000 or more",English,No,Single Never Married,['White'],7,2,2,1,2,6,5,"I entered the room asking what her expectations were, as I wanted to get a sense of where she stood before making my offer. Then, I tried to supplement my monetary offer with something like a sabbatical to keep her interested. Ultimately, we settled on a number that worked for both of us.",6,7,1,7,7,"I plan to tell this staff member that because of the 10-year plan that the university came up with, we have a very tight framework, and can really only budget 200,000 to support their patent. However, I will reassure this person that they are valued by the university, and that we truly do want to support them in their efforts going forward (through a 6-month sabbatical plus possibly longer with a fellowship, as well as key speaker events and classes built around their research)","200,000",Provost
